event,event_time_hours,local_time,demand_mw,solar_mw,wind_mw,renewable_gen_mw,residual_demand_mw,date,hour,n_intervals,avg_price_mwh,max_price_mwh,scarcity_flag_any,scarcity_flag_avg,demand_mw_num,solar_mw_num,wind_mw_num,renewable_gen_mw_num,residual_demand_mw_num,avg_price_mwh_num,max_price_mwh_num,scarcity_flag_any_num,n_intervals_num
August 2023 heat,-10,8/12/2023 9:00,"59,672",0,"19,156","19,156","40,516",08/12/2023,10,4,0.1525,0.21,0,0,59672,0,19156,19156,40516,0.1525,0.21,0.0,4.0
August 2023 heat,-9,8/12/2023 10:00,"58,119",0,"19,322","19,322","38,797",08/12/2023,11,4,6.95,15.44,0,0,58119,0,19322,19322,38797,6.95,15.44,0.0,4.0
August 2023 heat,-8,8/12/2023 11:00,"56,994",0,"18,825","18,825","38,169",08/12/2023,12,4,19.6575,22.64,0,0,56994,0,18825,18825,38169,19.6575,22.64,0.0,4.0
August 2023 heat,-7,8/12/2023 12:00,"56,318",0,"18,884","18,884","37,434",08/12/2023,13,4,25.945,28.02,0,0,56318,0,18884,18884,37434,25.945,28.02,0.0,4.0
August 2023 heat,-6,8/12/2023 13:00,"56,293",2,"18,948","18,950","37,343",08/12/2023,14,4,39.305,59.44,0,0,56293,2,18948,18950,37343,39.305,59.44,0.0,4.0
August 2023 heat,-5,8/12/2023 14:00,"56,460","1,157","17,985","19,142","37,318",08/12/2023,15,4,78.1225,157.02,1,0,56460,1157,17985,19142,37318,78.1225,157.02,1.0,4.0
August 2023 heat,-4,8/12/2023 15:00,"59,440","6,879","17,280","24,159","35,281",08/12/2023,16,4,101.285,151.99,1,0,59440,6879,17280,24159,35281,101.285,151.99,1.0,4.0
August 2023 heat,-3,8/12/2023 16:00,"63,925","10,106","19,115","29,221","34,704",08/12/2023,17,4,251.7875,525.44,1,1,63925,10106,19115,29221,34704,251.7875,525.44,1.0,4.0
August 2023 heat,-2,8/12/2023 17:00,"68,243","12,286","18,449","30,735","37,508",08/12/2023,18,4,110.9025,172.63,1,0,68243,12286,18449,30735,37508,110.9025,172.63,1.0,4.0
August 2023 heat,-1,8/12/2023 18:00,"72,642","13,087","16,487","29,574","43,068",08/12/2023,19,2,118.125,132.98,1,0,72642,13087,16487,29574,43068,118.125,132.98,1.0,2.0
August 2023 heat,0,8/12/2023 19:00,"76,480","13,133","13,994","27,127","49,353",08/12/2023,20,2,689.555,992.72,1,1,76480,13133,13994,27127,49353,689.555,992.72,1.0,2.0
August 2023 heat,1,8/12/2023 20:00,"79,686","12,853","11,837","24,690","54,996",08/12/2023,21,4,284.4375,627.56,1,1,79686,12853,11837,24690,54996,284.4375,627.56,1.0,4.0
August 2023 heat,2,8/12/2023 21:00,"82,217","12,802","10,525","23,327","58,890",08/12/2023,22,4,38.0675,46.3,0,0,82217,12802,10525,23327,58890,38.0675,46.3,0.0,4.0
August 2023 heat,3,8/12/2023 22:00,"83,699","12,258","10,611","22,869","60,830",08/12/2023,23,4,31.3675,33.55,0,0,83699,12258,10611,22869,60830,31.3675,33.55,0.0,4.0
August 2023 heat,4,8/12/2023 23:00,"84,219","11,498","11,434","22,932","61,287",08/12/2023,24,4,26.4575,28.61,0,0,84219,11498,11434,22932,61287,26.4575,28.61,0.0,4.0
August 2023 heat,5,8/13/2023 0:00,"84,607","10,982","12,500","23,482","61,125",08/13/2023,1,4,26.0575,26.84,0,0,84607,10982,12500,23482,61125,26.0575,26.84,0.0,4.0
August 2023 heat,6,8/13/2023 1:00,"83,120","7,967","13,208","21,175","61,945",08/13/2023,2,4,23.97,24.06,0,0,83120,7967,13208,21175,61945,23.97,24.06,0.0,4.0
August 2023 heat,7,8/13/2023 2:00,"79,740","2,857","13,379","16,236","63,504",08/13/2023,3,4,23.61,25.1,0,0,79740,2857,13379,16236,63504,23.61,25.1,0.0,4.0
August 2023 heat,8,8/13/2023 3:00,"76,814",119,"13,937","14,056","62,758",08/13/2023,4,4,23.3175,23.59,0,0,76814,119,13937,14056,62758,23.3175,23.59,0.0,4.0
August 2023 heat,9,8/13/2023 4:00,"74,838",3,"16,758","16,761","58,077",08/13/2023,5,4,24.1475,24.98,0,0,74838,3,16758,16761,58077,24.1475,24.98,0.0,4.0
August 2023 heat,10,8/13/2023 5:00,"71,717",1,"19,459","19,460","52,257",08/13/2023,6,4,21.6,22.04,0,0,71717,1,19459,19460,52257,21.6,22.04,0.0,4.0
August 2023 heat,11,8/13/2023 6:00,"68,017",0,"21,205","21,205","46,812",08/13/2023,7,4,20.8725,21.17,0,0,68017,0,21205,21205,46812,20.8725,21.17,0.0,4.0
August 2023 heat,12,8/13/2023 7:00,"64,345",0,"20,142","20,142","44,203",08/13/2023,8,4,18.0425,19.25,0,0,64345,0,20142,20142,44203,18.0425,19.25,0.0,4.0
August 2023 heat,13,8/13/2023 8:00,"61,393",0,"18,901","18,901","42,492",08/13/2023,9,4,11.6275,15.84,0,0,61393,0,18901,18901,42492,11.6275,15.84,0.0,4.0
August 2023 heat,14,8/13/2023 9:00,"59,062",0,"17,692","17,692","41,370",08/13/2023,10,4,0.1775,0.41,0,0,59062,0,17692,17692,41370,0.1775,0.41,0.0,4.0
August 2023 heat,15,8/13/2023 10:00,"57,299",0,"16,640","16,640","40,659",08/13/2023,11,4,0.265,0.54,0,0,57299,0,16640,16640,40659,0.265,0.54,0.0,4.0
August 2023 heat,16,8/13/2023 11:00,"55,902",0,"15,046","15,046","40,856",08/13/2023,12,4,14.87,22.24,0,0,55902,0,15046,15046,40856,14.87,22.24,0.0,4.0
August 2023 heat,17,8/13/2023 12:00,"54,845",0,"14,724","14,724","40,121",08/13/2023,13,4,26.04,29.15,0,0,54845,0,14724,14724,40121,26.04,29.15,0.0,4.0
August 2023 heat,18,8/13/2023 13:00,"54,126",1,"14,337","14,338","39,788",08/13/2023,14,4,35.9975,45.68,0,0,54126,1,14337,14338,39788,35.9975,45.68,0.0,4.0
August 2023 heat,19,8/13/2023 14:00,"53,835","1,261","15,255","16,516","37,319",08/13/2023,15,4,39.335,52.18,0,0,53835,1261,15255,16516,37319,39.335,52.18,0.0,4.0
August 2023 heat,20,8/13/2023 15:00,"57,180","7,385","16,635","24,020","33,160",08/13/2023,16,4,68.0875,75.4,0,0,57180,7385,16635,24020,33160,68.0875,75.4,0.0,4.0
August 2023 heat,21,8/13/2023 16:00,"61,370","10,006","19,487","29,493","31,877",08/13/2023,17,4,90.8375,121.12,0,0,61370,10006,19487,29493,31877,90.8375,121.12,0.0,4.0
August 2023 heat,22,8/13/2023 17:00,"65,952","11,114","18,760","29,874","36,078",08/13/2023,18,4,224.665,317.97,1,1,65952,11114,18760,29874,36078,224.665,317.97,1.0,4.0
August 2023 heat,23,8/13/2023 18:00,"70,320","12,979","16,703","29,682","40,638",08/13/2023,19,4,304.9325,859.75,1,1,70320,12979,16703,29682,40638,304.9325,859.75,1.0,4.0
August 2023 heat,24,8/13/2023 19:00,"74,568","13,304","12,848","26,152","48,416",08/13/2023,20,3,522.66,952.1,1,1,74568,13304,12848,26152,48416,522.66,952.1,1.0,3.0
August 2023 heat,25,8/13/2023 20:00,"78,261","13,182","10,325","23,507","54,754",08/13/2023,21,2,116.755,145.33,1,0,78261,13182,10325,23507,54754,116.755,145.33,1.0,2.0
August 2023 heat,26,8/13/2023 21:00,"81,120","13,055","9,900","22,955","58,165",08/13/2023,22,4,48.64,73.76,0,0,81120,13055,9900,22955,58165,48.64,73.76,0.0,4.0
August 2023 heat,27,8/13/2023 22:00,"83,388","12,836","9,964","22,800","60,588",08/13/2023,23,4,30.665,33.0,0,0,83388,12836,9964,22800,60588,30.665,33.0,0.0,4.0
August 2023 heat,28,8/13/2023 23:00,"84,596","12,562","10,064","22,626","61,970",08/13/2023,24,4,27.99,30.03,0,0,84596,12562,10064,22626,61970,27.99,30.03,0.0,4.0
August 2023 heat,29,8/14/2023 0:00,"84,548","11,632","10,562","22,194","62,354",08/14/2023,1,4,24.82,25.38,0,0,84548,11632,10562,22194,62354,24.82,25.38,0.0,4.0
August 2023 heat,30,8/14/2023 1:00,"83,636","9,302","11,172","20,474","63,162",08/14/2023,2,4,22.28,22.38,0,0,83636,9302,11172,20474,63162,22.28,22.38,0.0,4.0
August 2023 heat,31,8/14/2023 2:00,"80,961","3,407","12,238","15,645","65,316",08/14/2023,3,4,21.6925,21.95,0,0,80961,3407,12238,15645,65316,21.6925,21.95,0.0,4.0
August 2023 heat,32,8/14/2023 3:00,"77,945",145,"13,114","13,259","64,686",08/14/2023,4,4,21.625,22.36,0,0,77945,145,13114,13259,64686,21.625,22.36,0.0,4.0
August 2023 heat,33,8/14/2023 4:00,"75,754",8,"15,718","15,726","60,028",08/14/2023,5,4,21.9575,22.07,0,0,75754,8,15718,15726,60028,21.9575,22.07,0.0,4.0
August 2023 heat,34,8/14/2023 5:00,"71,787",8,"18,056","18,064","53,723",08/14/2023,6,4,25.1375,25.92,0,0,71787,8,18056,18064,53723,25.1375,25.92,0.0,4.0
August 2023 heat,35,8/14/2023 6:00,"67,281",0,"19,057","19,057","48,224",08/14/2023,7,4,27.1125,27.86,0,0,67281,0,19057,19057,48224,27.1125,27.86,0.0,4.0
August 2023 heat,36,8/14/2023 7:00,"63,562",0,"20,577","20,577","42,985",08/14/2023,8,4,25.465,26.59,0,0,63562,0,20577,20577,42985,25.465,26.59,0.0,4.0
August 2023 heat,37,8/14/2023 8:00,"61,003",0,"19,726","19,726","41,277",08/14/2023,9,4,21.35,23.23,0,0,61003,0,19726,19726,41277,21.35,23.23,0.0,4.0
August 2023 heat,38,8/14/2023 9:00,"58,576",0,"18,426","18,426","40,150",08/14/2023,10,4,9.41,15.07,0,0,58576,0,18426,18426,40150,9.41,15.07,0.0,4.0
August 2023 heat,39,8/14/2023 10:00,"56,809",0,"15,905","15,905","40,904",08/14/2023,11,4,13.17,20.74,0,0,56809,0,15905,15905,40904,13.17,20.74,0.0,4.0
August 2023 heat,40,8/14/2023 11:00,"55,990",0,"14,027","14,027","41,963",08/14/2023,12,4,26.68,33.31,0,0,55990,0,14027,14027,41963,26.68,33.31,0.0,4.0
August 2023 heat,41,8/14/2023 12:00,"56,359",0,"12,638","12,638","43,721",08/14/2023,13,4,46.5575,81.09,0,0,56359,0,12638,12638,43721,46.5575,81.09,0.0,4.0
August 2023 heat,42,8/14/2023 13:00,"57,045",1,"11,666","11,667","45,378",08/14/2023,14,4,32.7975,38.82,0,0,57045,1,11666,11667,45378,32.7975,38.82,0.0,4.0
August 2023 heat,43,8/14/2023 14:00,"57,367","1,224","12,189","13,413","43,954",08/14/2023,15,4,36.885,40.49,0,0,57367,1224,12189,13413,43954,36.885,40.49,0.0,4.0
August 2023 heat,44,8/14/2023 15:00,"60,391","6,968","12,870","19,838","40,553",08/14/2023,16,4,35.595,39.78,0,0,60391,6968,12870,19838,40553,35.595,39.78,0.0,4.0
August 2023 heat,45,8/14/2023 16:00,"64,238","11,071","14,783","25,854","38,384",08/14/2023,17,4,25.015,30.89,0,0,64238,11071,14783,25854,38384,25.015,30.89,0.0,4.0
August 2023 heat,46,8/14/2023 17:00,"68,755","12,241","13,828","26,069","42,686",08/14/2023,18,4,18.835,19.53,0,0,68755,12241,13828,26069,42686,18.835,19.53,0.0,4.0
August 2023 heat,47,8/14/2023 18:00,"73,327","12,444","12,163","24,607","48,720",08/14/2023,19,4,18.705,20.04,0,0,73327,12444,12163,24607,48720,18.705,20.04,0.0,4.0
August 2023 heat,48,8/14/2023 19:00,"77,407","12,685","11,178","23,863","53,544",08/14/2023,20,4,26.79,30.31,0,0,77407,12685,11178,23863,53544,26.79,30.31,0.0,4.0
August 2023 heat,49,8/14/2023 20:00,"80,977","12,424","11,330","23,754","57,223",08/14/2023,21,4,29.3875,29.9,0,0,80977,12424,11330,23754,57223,29.3875,29.9,0.0,4.0
August 2023 heat,50,8/14/2023 21:00,"83,403","12,124","11,845","23,969","59,434",08/14/2023,22,4,29.8725,30.9,0,0,83403,12124,11845,23969,59434,29.8725,30.9,0.0,4.0
August 2023 heat,51,8/14/2023 22:00,"84,608","11,728","12,507","24,235","60,373",08/14/2023,23,4,29.6475,30.35,0,0,84608,11728,12507,24235,60373,29.6475,30.35,0.0,4.0
August 2023 heat,52,8/14/2023 23:00,"84,757","11,109","13,289","24,398","60,359",08/14/2023,24,4,27.4175,28.88,0,0,84757,11109,13289,24398,60359,27.4175,28.88,0.0,4.0
August 2023 heat,53,8/15/2023 0:00,"84,209","10,340","14,615","24,955","59,254",08/15/2023,1,4,26.6575,27.34,0,0,84209,10340,14615,24955,59254,26.6575,27.34,0.0,4.0
August 2023 heat,54,8/15/2023 1:00,"82,817","7,785","16,114","23,899","58,918",08/15/2023,2,4,24.63,25.29,0,0,82817,7785,16114,23899,58918,24.63,25.29,0.0,4.0
August 2023 heat,55,8/15/2023 2:00,"79,862","3,088","17,168","20,256","59,606",08/15/2023,3,4,24.0325,24.86,0,0,79862,3088,17168,20256,59606,24.0325,24.86,0.0,4.0
August 2023 heat,56,8/15/2023 3:00,"76,749",115,"16,030","16,145","60,604",08/15/2023,4,4,23.255,23.34,0,0,76749,115,16030,16145,60604,23.255,23.34,0.0,4.0
August 2023 heat,57,8/15/2023 4:00,"73,225",0,"14,639","14,639","58,586",08/15/2023,5,4,23.8975,24.21,0,0,73225,0,14639,14639,58586,23.8975,24.21,0.0,4.0
August 2023 heat,58,8/15/2023 5:00,"68,337",0,"13,639","13,639","54,698",08/15/2023,6,4,25.745,26.26,0,0,68337,0,13639,13639,54698,25.745,26.26,0.0,4.0
August 2023 heat,59,8/15/2023 6:00,"63,701",0,"12,567","12,567","51,134",08/15/2023,7,4,27.56,28.12,0,0,63701,0,12567,12567,51134,27.56,28.12,0.0,4.0
August 2023 heat,60,8/15/2023 7:00,"59,907",0,"11,525","11,525","48,382",08/15/2023,8,4,26.41,27.24,0,0,59907,0,11525,11525,48382,26.41,27.24,0.0,4.0
August 2023 heat,61,8/15/2023 8:00,"56,977",0,"10,315","10,315","46,662",08/15/2023,9,4,23.77,25.48,0,0,56977,0,10315,10315,46662,23.77,25.48,0.0,4.0
August 2023 heat,62,8/15/2023 9:00,"54,785",0,"9,174","9,174","45,611",08/15/2023,10,4,22.26,22.56,0,0,54785,0,9174,9174,45611,22.26,22.56,0.0,4.0
August 2023 heat,63,8/15/2023 10:00,"53,130",0,"8,116","8,116","45,014",08/15/2023,11,4,24.235,25.36,0,0,53130,0,8116,8116,45014,24.235,25.36,0.0,4.0
August 2023 heat,64,8/15/2023 11:00,"52,525",0,"6,811","6,811","45,714",08/15/2023,12,4,26.95,28.6,0,0,52525,0,6811,6811,45714,26.95,28.6,0.0,4.0
August 2023 heat,65,8/15/2023 12:00,"53,022",0,"5,842","5,842","47,180",08/15/2023,13,4,28.66,30.56,0,0,53022,0,5842,5842,47180,28.66,30.56,0.0,4.0
August 2023 heat,66,8/15/2023 13:00,"54,379",1,"4,992","4,993","49,386",08/15/2023,14,4,42.2775,52.91,0,0,54379,1,4992,4993,49386,42.2775,52.91,0.0,4.0
August 2023 heat,67,8/15/2023 14:00,"54,480","1,131","4,336","5,467","49,013",08/15/2023,15,4,42.905,53.26,0,0,54480,1131,4336,5467,49013,42.905,53.26,0.0,4.0
August 2023 heat,68,8/15/2023 15:00,"56,522","6,715","3,152","9,867","46,655",08/15/2023,16,4,83.495,148.86,1,0,56522,6715,3152,9867,46655,83.495,148.86,1.0,4.0
August 2023 heat,69,8/15/2023 16:00,"59,853","10,638","3,891","14,529","45,324",08/15/2023,17,4,84.5775,107.04,0,0,59853,10638,3891,14529,45324,84.5775,107.04,0.0,4.0
August 2023 heat,70,8/15/2023 17:00,"63,633","12,233","3,632","15,865","47,768",08/15/2023,18,4,55.9625,73.47,0,0,63633,12233,3632,15865,47768,55.9625,73.47,0.0,4.0
August 2023 heat,71,8/15/2023 18:00,"67,286","12,873","2,453","15,326","51,960",08/15/2023,19,4,98.1525,158.68,1,0,67286,12873,2453,15326,51960,98.1525,158.68,1.0,4.0
August 2023 heat,72,8/15/2023 19:00,"71,142","13,409","1,760","15,169","55,973",08/15/2023,20,4,326.715,503.29,1,1,71142,13409,1760,15169,55973,326.715,503.29,1.0,4.0
