event,event_time_hours,local_time,demand_mw,solar_mw,wind_mw,renewable_gen_mw,residual_demand_mw,date,hour,n_intervals,avg_price_mwh,max_price_mwh,scarcity_flag_any,scarcity_flag_avg,demand_mw_num,solar_mw_num,wind_mw_num,renewable_gen_mw_num,residual_demand_mw_num,avg_price_mwh_num,max_price_mwh_num,scarcity_flag_any_num,n_intervals_num
Winter Storm Elliott,-6,12/23/2022 15:00,"73,905","2,359","10,304","12,663","61,242",12/23/2022,16,4,51.745,59.02,0,0,73905,2359,10304,12663,61242,51.745,59.02,0.0,4.0
Winter Storm Elliott,-5,12/23/2022 16:00,"73,669","6,286","10,442","16,728","56,941",12/23/2022,17,4,77.5925,91.51,0,0,73669,6286,10442,16728,56941,77.5925,91.51,0.0,4.0
Winter Storm Elliott,-4,12/23/2022 17:00,"72,183","7,431","10,068","17,499","54,684",12/23/2022,18,2,182.125,184.76,1,1,72183,7431,10068,17499,54684,182.125,184.76,1.0,2.0
Winter Storm Elliott,-3,12/23/2022 18:00,"69,978","7,447","9,448","16,895","53,083",12/23/2022,19,3,616.4233,896.94,1,1,69978,7447,9448,16895,53083,616.4233,896.94,1.0,3.0
Winter Storm Elliott,-2,12/23/2022 19:00,"67,428","7,570","8,799","16,369","51,059",12/23/2022,20,1,907.4,907.4,1,1,67428,7570,8799,16369,51059,907.4,907.4,1.0,1.0
Winter Storm Elliott,-1,12/23/2022 20:00,"65,491","7,581","8,425","16,006","49,485",12/23/2022,21,1,724.03,724.03,1,1,65491,7581,8425,16006,49485,724.03,724.03,1.0,1.0
Winter Storm Elliott,0,12/23/2022 21:00,"63,824","7,312","7,354","14,666","49,158",12/23/2022,22,4,441.33,923.65,1,1,63824,7312,7354,14666,49158,441.33,923.65,1.0,4.0
Winter Storm Elliott,1,12/23/2022 22:00,"63,400","7,141","6,547","13,688","49,712",12/23/2022,23,4,174.61,202.87,1,1,63400,7141,6547,13688,49712,174.61,202.87,1.0,4.0
Winter Storm Elliott,2,12/23/2022 23:00,"64,294","3,862","5,867","9,729","54,565",12/23/2022,24,4,103.4575,119.88,0,0,64294,3862,5867,9729,54565,103.4575,119.88,0.0,4.0
Winter Storm Elliott,3,12/24/2022 0:00,"66,586",455,"4,647","5,102","61,484",12/24/2022,1,4,85.57,89.67,0,0,66586,455,4647,5102,61484,85.57,89.67,0.0,4.0
Winter Storm Elliott,4,12/24/2022 1:00,"67,948",0,"3,588","3,588","64,360",12/24/2022,2,4,79.2575,80.57,0,0,67948,0,3588,3588,64360,79.2575,80.57,0.0,4.0
Winter Storm Elliott,5,12/24/2022 2:00,"67,979",0,"3,083","3,083","64,896",12/24/2022,3,4,79.685,84.63,0,0,67979,0,3083,3083,64896,79.685,84.63,0.0,4.0
Winter Storm Elliott,6,12/24/2022 3:00,"67,847",0,"2,747","2,747","65,100",12/24/2022,4,4,77.8925,78.47,0,0,67847,0,2747,2747,65100,77.8925,78.47,0.0,4.0
Winter Storm Elliott,7,12/24/2022 4:00,"67,328",0,"2,694","2,694","64,634",12/24/2022,5,4,78.9525,82.15,0,0,67328,0,2694,2694,64634,78.9525,82.15,0.0,4.0
Winter Storm Elliott,8,12/24/2022 5:00,"66,295",0,"2,618","2,618","63,677",12/24/2022,6,4,85.6725,88.68,0,0,66295,0,2618,2618,63677,85.6725,88.68,0.0,4.0
Winter Storm Elliott,9,12/24/2022 6:00,"64,787",0,"2,766","2,766","62,021",12/24/2022,7,4,105.605,122.71,1,0,64787,0,2766,2766,62021,105.605,122.71,1.0,4.0
Winter Storm Elliott,10,12/24/2022 7:00,"63,442",0,"3,407","3,407","60,035",12/24/2022,8,4,117.165,138.64,1,0,63442,0,3407,3407,60035,117.165,138.64,1.0,4.0
Winter Storm Elliott,11,12/24/2022 8:00,"62,828",0,"4,172","4,172","58,656",12/24/2022,9,4,66.825,80.01,0,0,62828,0,4172,4172,58656,66.825,80.01,0.0,4.0
Winter Storm Elliott,12,12/24/2022 9:00,"62,597",0,"4,420","4,420","58,177",12/24/2022,10,4,49.3775,53.57,0,0,62597,0,4420,4420,58177,49.3775,53.57,0.0,4.0
Winter Storm Elliott,13,12/24/2022 10:00,"62,671",0,"4,579","4,579","58,092",12/24/2022,11,4,37.9,41.85,0,0,62671,0,4579,4579,58092,37.9,41.85,0.0,4.0
Winter Storm Elliott,14,12/24/2022 11:00,"62,965",0,"4,774","4,774","58,191",12/24/2022,12,4,32.5,33.27,0,0,62965,0,4774,4774,58191,32.5,33.27,0.0,4.0
Winter Storm Elliott,15,12/24/2022 12:00,"63,543",0,"4,665","4,665","58,878",12/24/2022,13,4,29.6875,31.26,0,0,63543,0,4665,4665,58878,29.6875,31.26,0.0,4.0
Winter Storm Elliott,16,12/24/2022 13:00,"64,614",0,"4,796","4,796","59,818",12/24/2022,14,4,26.6575,27.18,0,0,64614,0,4796,4796,59818,26.6575,27.18,0.0,4.0
Winter Storm Elliott,17,12/24/2022 14:00,"65,587",127,"4,939","5,066","60,521",12/24/2022,15,4,25.66,26.25,0,0,65587,127,4939,5066,60521,25.66,26.25,0.0,4.0
Winter Storm Elliott,18,12/24/2022 15:00,"65,229","3,185","4,900","8,085","57,144",12/24/2022,16,4,25.3375,26.0,0,0,65229,3185,4900,8085,57144,25.3375,26.0,0.0,4.0
Winter Storm Elliott,19,12/24/2022 16:00,"63,923","7,481","4,476","11,957","51,966",12/24/2022,17,4,35.1975,45.89,0,0,63923,7481,4476,11957,51966,35.1975,45.89,0.0,4.0
Winter Storm Elliott,20,12/24/2022 17:00,"61,422","8,521","4,825","13,346","48,076",12/24/2022,18,4,68.07,75.0,0,0,61422,8521,4825,13346,48076,68.07,75.0,0.0,4.0
Winter Storm Elliott,21,12/24/2022 18:00,"58,491","8,395","4,762","13,157","45,334",12/24/2022,19,4,75.3425,76.13,0,0,58491,8395,4762,13157,45334,75.3425,76.13,0.0,4.0
Winter Storm Elliott,22,12/24/2022 19:00,"55,436","8,236","4,488","12,724","42,712",12/24/2022,20,4,75.1575,75.25,0,0,55436,8236,4488,12724,42712,75.1575,75.25,0.0,4.0
Winter Storm Elliott,23,12/24/2022 20:00,"52,702","8,440","3,666","12,106","40,596",12/24/2022,21,4,75.7625,77.33,0,0,52702,8440,3666,12106,40596,75.7625,77.33,0.0,4.0
Winter Storm Elliott,24,12/24/2022 21:00,"50,643","8,763","2,955","11,718","38,925",12/24/2022,22,4,74.64,75.2,0,0,50643,8763,2955,11718,38925,74.64,75.2,0.0,4.0
Winter Storm Elliott,25,12/24/2022 22:00,"49,750","8,572","2,489","11,061","38,689",12/24/2022,23,4,63.7625,68.47,0,0,49750,8572,2489,11061,38689,63.7625,68.47,0.0,4.0
Winter Storm Elliott,26,12/24/2022 23:00,"50,111","5,623","1,846","7,469","42,642",12/24/2022,24,4,53.86,61.29,0,0,50111,5623,1846,7469,42642,53.86,61.29,0.0,4.0
Winter Storm Elliott,27,12/25/2022 0:00,"53,090",700,"1,640","2,340","50,750",12/25/2022,1,4,49.41,51.86,0,0,53090,700,1640,2340,50750,49.41,51.86,0.0,4.0
Winter Storm Elliott,28,12/25/2022 1:00,"56,009",0,"1,639","1,639","54,370",12/25/2022,2,4,48.4775,50.98,0,0,56009,0,1639,1639,54370,48.4775,50.98,0.0,4.0
Winter Storm Elliott,29,12/25/2022 2:00,"57,020",0,"2,140","2,140","54,880",12/25/2022,3,4,51.9,56.14,0,0,57020,0,2140,2140,54880,51.9,56.14,0.0,4.0
Winter Storm Elliott,30,12/25/2022 3:00,"57,657",0,"2,657","2,657","55,000",12/25/2022,4,4,54.3975,56.41,0,0,57657,0,2657,2657,55000,54.3975,56.41,0.0,4.0
Winter Storm Elliott,31,12/25/2022 4:00,"57,983",0,"3,705","3,705","54,278",12/25/2022,5,4,61.0375,64.85,0,0,57983,0,3705,3705,54278,61.0375,64.85,0.0,4.0
Winter Storm Elliott,32,12/25/2022 5:00,"57,703",0,"5,348","5,348","52,355",12/25/2022,6,4,76.09,79.15,0,0,57703,0,5348,5348,52355,76.09,79.15,0.0,4.0
Winter Storm Elliott,33,12/25/2022 6:00,"57,394",0,"6,404","6,404","50,990",12/25/2022,7,4,79.145,80.6,0,0,57394,0,6404,6404,50990,79.145,80.6,0.0,4.0
Winter Storm Elliott,34,12/25/2022 7:00,"57,206",0,"7,263","7,263","49,943",12/25/2022,8,4,79.2025,81.12,0,0,57206,0,7263,7263,49943,79.2025,81.12,0.0,4.0
Winter Storm Elliott,35,12/25/2022 8:00,"57,211",0,"7,916","7,916","49,295",12/25/2022,9,4,58.2825,74.02,0,0,57211,0,7916,7916,49295,58.2825,74.02,0.0,4.0
Winter Storm Elliott,36,12/25/2022 9:00,"57,448",0,"8,052","8,052","49,396",12/25/2022,10,4,37.0725,42.23,0,0,57448,0,8052,8052,49396,37.0725,42.23,0.0,4.0
Winter Storm Elliott,37,12/25/2022 10:00,"57,603",0,"8,115","8,115","49,488",12/25/2022,11,4,31.655,32.71,0,0,57603,0,8115,8115,49488,31.655,32.71,0.0,4.0
Winter Storm Elliott,38,12/25/2022 11:00,"57,885",0,"7,921","7,921","49,964",12/25/2022,12,4,26.0225,29.65,0,0,57885,0,7921,7921,49964,26.0225,29.65,0.0,4.0
Winter Storm Elliott,39,12/25/2022 12:00,"58,784",0,"7,261","7,261","51,523",12/25/2022,13,4,1.14,4.55,0,0,58784,0,7261,7261,51523,1.14,4.55,0.0,4.0
Winter Storm Elliott,40,12/25/2022 13:00,"59,871",0,"6,477","6,477","53,394",12/25/2022,14,4,-0.255,0.0,0,0,59871,0,6477,6477,53394,-0.255,0.0,0.0,4.0
Winter Storm Elliott,41,12/25/2022 14:00,"60,881",173,"5,835","6,008","54,873",12/25/2022,15,4,-2.0375,-1.42,0,0,60881,173,5835,6008,54873,-2.0375,-1.42,0.0,4.0
Winter Storm Elliott,42,12/25/2022 15:00,"59,718","3,464","5,213","8,677","51,041",12/25/2022,16,4,-3.655,-3.04,0,0,59718,3464,5213,8677,51041,-3.655,-3.04,0.0,4.0
Winter Storm Elliott,43,12/25/2022 16:00,"56,382","8,171","3,087","11,258","45,124",12/25/2022,17,4,-0.7225,2.65,0,0,56382,8171,3087,11258,45124,-0.7225,2.65,0.0,4.0
Winter Storm Elliott,44,12/25/2022 17:00,"52,388","8,636","2,058","10,694","41,694",12/25/2022,18,4,24.96,26.09,0,0,52388,8636,2058,10694,41694,24.96,26.09,0.0,4.0
Winter Storm Elliott,45,12/25/2022 18:00,"48,781","8,290","2,896","11,186","37,595",12/25/2022,19,4,17.9,24.27,0,0,48781,8290,2896,11186,37595,17.9,24.27,0.0,4.0
Winter Storm Elliott,46,12/25/2022 19:00,"45,669","7,038","4,932","11,970","33,699",12/25/2022,20,4,11.475,19.86,0,0,45669,7038,4932,11970,33699,11.475,19.86,0.0,4.0
Winter Storm Elliott,47,12/25/2022 20:00,"43,005","4,614","6,322","10,936","32,069",12/25/2022,21,4,12.215,14.17,0,0,43005,4614,6322,10936,32069,12.215,14.17,0.0,4.0
Winter Storm Elliott,48,12/25/2022 21:00,"41,227","3,089","6,690","9,779","31,448",12/25/2022,22,4,14.42,16.46,0,0,41227,3089,6690,9779,31448,14.42,16.46,0.0,4.0
Winter Storm Elliott,49,12/25/2022 22:00,"40,420","2,053","7,048","9,101","31,319",12/25/2022,23,4,7.7125,10.7,0,0,40420,2053,7048,9101,31319,7.7125,10.7,0.0,4.0
Winter Storm Elliott,50,12/25/2022 23:00,"40,858","1,830","7,776","9,606","31,252",12/25/2022,24,4,2.9975,7.5,0,0,40858,1830,7776,9606,31252,2.9975,7.5,0.0,4.0
Winter Storm Elliott,51,12/26/2022 0:00,"43,692",458,"9,347","9,805","33,887",12/26/2022,1,4,18.9625,21.34,0,0,43692,458,9347,9805,33887,18.9625,21.34,0.0,4.0
Winter Storm Elliott,52,12/26/2022 1:00,"46,920",0,"13,712","13,712","33,208",12/26/2022,2,4,23.11,24.14,0,0,46920,0,13712,13712,33208,23.11,24.14,0.0,4.0
Winter Storm Elliott,53,12/26/2022 2:00,"48,454",0,"16,099","16,099","32,355",12/26/2022,3,4,25.2975,27.24,0,0,48454,0,16099,16099,32355,25.2975,27.24,0.0,4.0
Winter Storm Elliott,54,12/26/2022 3:00,"49,601",0,"16,987","16,987","32,614",12/26/2022,4,4,33.01,34.17,0,0,49601,0,16987,16987,32614,33.01,34.17,0.0,4.0
Winter Storm Elliott,55,12/26/2022 4:00,"50,129",0,"17,201","17,201","32,928",12/26/2022,5,4,36.165,37.73,0,0,50129,0,17201,17201,32928,36.165,37.73,0.0,4.0
Winter Storm Elliott,56,12/26/2022 5:00,"49,985",0,"18,058","18,058","31,927",12/26/2022,6,4,43.15,46.17,0,0,49985,0,18058,18058,31927,43.15,46.17,0.0,4.0
Winter Storm Elliott,57,12/26/2022 6:00,"49,654",0,"18,783","18,783","30,871",12/26/2022,7,4,46.4025,46.83,0,0,49654,0,18783,18783,30871,46.4025,46.83,0.0,4.0
Winter Storm Elliott,58,12/26/2022 7:00,"49,027",0,"18,340","18,340","30,687",12/26/2022,8,4,40.915,45.1,0,0,49027,0,18340,18340,30687,40.915,45.1,0.0,4.0
Winter Storm Elliott,59,12/26/2022 8:00,"48,912",0,"17,595","17,595","31,317",12/26/2022,9,4,22.73,30.29,0,0,48912,0,17595,17595,31317,22.73,30.29,0.0,4.0
Winter Storm Elliott,60,12/26/2022 9:00,"48,992",0,"15,516","15,516","33,476",12/26/2022,10,4,5.2125,7.16,0,0,48992,0,15516,15516,33476,5.2125,7.16,0.0,4.0
Winter Storm Elliott,61,12/26/2022 10:00,"49,511",0,"13,370","13,370","36,141",12/26/2022,11,4,0.7425,2.34,0,0,49511,0,13370,13370,36141,0.7425,2.34,0.0,4.0
Winter Storm Elliott,62,12/26/2022 11:00,"50,490",0,"12,314","12,314","38,176",12/26/2022,12,4,-1.56,-0.01,0,0,50490,0,12314,12314,38176,-1.56,-0.01,0.0,4.0
Winter Storm Elliott,63,12/26/2022 12:00,"51,958",0,"10,826","10,826","41,132",12/26/2022,13,4,-4.5,-3.8,0,0,51958,0,10826,10826,41132,-4.5,-3.8,0.0,4.0
Winter Storm Elliott,64,12/26/2022 13:00,"53,549",0,"10,705","10,705","42,844",12/26/2022,14,4,-9.56,-5.32,0,0,53549,0,10705,10705,42844,-9.56,-5.32,0.0,4.0
Winter Storm Elliott,65,12/26/2022 14:00,"54,530",135,"12,396","12,531","41,999",12/26/2022,15,4,-7.0425,-4.42,0,0,54530,135,12396,12531,41999,-7.0425,-4.42,0.0,4.0
Winter Storm Elliott,66,12/26/2022 15:00,"53,907","3,169","13,975","17,144","36,763",12/26/2022,16,4,-2.4175,-0.91,0,0,53907,3169,13975,17144,36763,-2.4175,-0.91,0.0,4.0
Winter Storm Elliott,67,12/26/2022 16:00,"52,219","7,250","12,842","20,092","32,127",12/26/2022,17,4,7.165,24.69,0,0,52219,7250,12842,20092,32127,7.165,24.69,0.0,4.0
Winter Storm Elliott,68,12/26/2022 17:00,"50,252","6,702","13,862","20,564","29,688",12/26/2022,18,4,34.8425,40.5,0,0,50252,6702,13862,20564,29688,34.8425,40.5,0.0,4.0
Winter Storm Elliott,69,12/26/2022 18:00,"47,987","3,535","15,764","19,299","28,688",12/26/2022,19,4,38.26,39.62,0,0,47987,3535,15764,19299,28688,38.26,39.62,0.0,4.0
Winter Storm Elliott,70,12/26/2022 19:00,"45,633","1,896","15,291","17,187","28,446",12/26/2022,20,4,40.5475,42.19,0,0,45633,1896,15291,17187,28446,40.5475,42.19,0.0,4.0
Winter Storm Elliott,71,12/26/2022 20:00,"43,255","1,284","13,851","15,135","28,120",12/26/2022,21,4,48.0,57.2,0,0,43255,1284,13851,15135,28120,48.0,57.2,0.0,4.0
Winter Storm Elliott,72,12/26/2022 21:00,"41,400","1,257","12,235","13,492","27,908",12/26/2022,22,4,53.9525,55.57,0,0,41400,1257,12235,13492,27908,53.9525,55.57,0.0,4.0
August 2023 heat,-72,8/9/2023 19:00,"77,270","12,679","17,122","29,801","47,469",08/09/2023,20,2,815.46,849.86,1,1,77270,12679,17122,29801,47469,815.46,849.86,1.0,2.0
August 2023 heat,-71,8/9/2023 20:00,"80,662","12,615","14,672","27,287","53,375",08/09/2023,21,4,314.5125,798.35,1,1,80662,12615,14672,27287,53375,314.5125,798.35,1.0,4.0
August 2023 heat,-70,8/9/2023 21:00,"83,005","12,293","13,132","25,425","57,580",08/09/2023,22,4,74.2875,90.71,0,0,83005,12293,13132,25425,57580,74.2875,90.71,0.0,4.0
August 2023 heat,-69,8/9/2023 22:00,"83,395","12,025","12,333","24,358","59,037",08/09/2023,23,4,50.1025,58.02,0,0,83395,12025,12333,24358,59037,50.1025,58.02,0.0,4.0
August 2023 heat,-68,8/9/2023 23:00,"83,809","11,668","11,541","23,209","60,600",08/09/2023,24,4,32.6675,46.58,0,0,83809,11668,11541,23209,60600,32.6675,46.58,0.0,4.0
August 2023 heat,-67,8/10/2023 0:00,"83,961","11,194","10,785","21,979","61,982",08/10/2023,1,4,28.2025,29.4,0,0,83961,11194,10785,21979,61982,28.2025,29.4,0.0,4.0
August 2023 heat,-66,8/10/2023 1:00,"83,076","8,995","10,909","19,904","63,172",08/10/2023,2,4,27.0675,27.19,0,0,83076,8995,10909,19904,63172,27.0675,27.19,0.0,4.0
August 2023 heat,-65,8/10/2023 2:00,"80,541","3,949","11,657","15,606","64,935",08/10/2023,3,4,31.005,32.1,0,0,80541,3949,11657,15606,64935,31.005,32.1,0.0,4.0
August 2023 heat,-64,8/10/2023 3:00,"78,049",247,"13,463","13,710","64,339",08/10/2023,4,4,28.1725,29.77,0,0,78049,247,13463,13710,64339,28.1725,29.77,0.0,4.0
August 2023 heat,-63,8/10/2023 4:00,"75,739",1,"15,101","15,102","60,637",08/10/2023,5,4,26.78,27.21,0,0,75739,1,15101,15102,60637,26.78,27.21,0.0,4.0
August 2023 heat,-62,8/10/2023 5:00,"71,385",0,"17,038","17,038","54,347",08/10/2023,6,4,27.505,27.95,0,0,71385,0,17038,17038,54347,27.505,27.95,0.0,4.0
August 2023 heat,-61,8/10/2023 6:00,"67,331",0,"17,983","17,983","49,348",08/10/2023,7,4,28.2925,28.79,0,0,67331,0,17983,17983,49348,28.2925,28.79,0.0,4.0
August 2023 heat,-60,8/10/2023 7:00,"63,828",0,"16,811","16,811","47,017",08/10/2023,8,4,27.285,27.84,0,0,63828,0,16811,16811,47017,27.285,27.84,0.0,4.0
August 2023 heat,-59,8/10/2023 8:00,"61,178",0,"15,029","15,029","46,149",08/10/2023,9,4,26.1575,26.42,0,0,61178,0,15029,15029,46149,26.1575,26.42,0.0,4.0
August 2023 heat,-58,8/10/2023 9:00,"59,147",0,"12,561","12,561","46,586",08/10/2023,10,4,28.905,30.01,0,0,59147,0,12561,12561,46586,28.905,30.01,0.0,4.0
August 2023 heat,-57,8/10/2023 10:00,"57,652",0,"12,166","12,166","45,486",08/10/2023,11,4,31.2425,35.85,0,0,57652,0,12166,12166,45486,31.2425,35.85,0.0,4.0
August 2023 heat,-56,8/10/2023 11:00,"56,954",0,"12,373","12,373","44,581",08/10/2023,12,4,34.6375,42.31,0,0,56954,0,12373,12373,44581,34.6375,42.31,0.0,4.0
August 2023 heat,-55,8/10/2023 12:00,"57,147",0,"12,125","12,125","45,022",08/10/2023,13,4,63.9175,96.05,0,0,57147,0,12125,12125,45022,63.9175,96.05,0.0,4.0
August 2023 heat,-54,8/10/2023 13:00,"58,113",2,"11,276","11,278","46,835",08/10/2023,14,4,255.67,503.63,1,1,58113,2,11276,11278,46835,255.67,503.63,1.0,4.0
August 2023 heat,-53,8/10/2023 14:00,"58,230","1,299","10,207","11,506","46,724",08/10/2023,15,1,929.07,929.07,1,1,58230,1299,10207,11506,46724,929.07,929.07,1.0,1.0
August 2023 heat,-52,8/10/2023 15:00,"60,734","7,006","8,514","15,520","45,214",,,,,,,,60734,7006,8514,15520,45214,,,,
August 2023 heat,-51,8/10/2023 16:00,"64,432","10,965","8,447","19,412","45,020",,,,,,,,64432,10965,8447,19412,45020,,,,
August 2023 heat,-50,8/10/2023 17:00,"68,914","12,224","8,118","20,342","48,572",08/10/2023,18,1,570.65,570.65,1,1,68914,12224,8118,20342,48572,570.65,570.65,1.0,1.0
August 2023 heat,-49,8/10/2023 18:00,"73,664","12,586","7,602","20,188","53,476",08/10/2023,19,3,423.6167,569.96,1,1,73664,12586,7602,20188,53476,423.6167,569.96,1.0,3.0
August 2023 heat,-48,8/10/2023 19:00,"77,969","12,854","7,086","19,940","58,029",08/10/2023,20,2,226.935,279.74,1,1,77969,12854,7086,19940,58029,226.935,279.74,1.0,2.0
August 2023 heat,-47,8/10/2023 20:00,"81,425","12,816","6,505","19,321","62,104",08/10/2023,21,4,283.83,669.4,1,1,81425,12816,6505,19321,62104,283.83,669.4,1.0,4.0
August 2023 heat,-46,8/10/2023 21:00,"83,304","12,847","6,481","19,328","63,976",08/10/2023,22,4,33.7675,37.09,0,0,83304,12847,6481,19328,63976,33.7675,37.09,0.0,4.0
August 2023 heat,-45,8/10/2023 22:00,"84,539","12,535","6,953","19,488","65,051",08/10/2023,23,4,42.48,46.09,0,0,84539,12535,6953,19488,65051,42.48,46.09,0.0,4.0
August 2023 heat,-44,8/10/2023 23:00,"85,155","11,874","7,519","19,393","65,762",08/10/2023,24,4,32.61,38.0,0,0,85155,11874,7519,19393,65762,32.61,38.0,0.0,4.0
August 2023 heat,-43,8/11/2023 0:00,"85,432","10,431","9,557","19,988","65,444",08/11/2023,1,4,33.1275,34.14,0,0,85432,10431,9557,19988,65444,33.1275,34.14,0.0,4.0
August 2023 heat,-42,8/11/2023 1:00,"84,543","8,136","11,480","19,616","64,927",08/11/2023,2,4,31.6825,32.25,0,0,84543,8136,11480,19616,64927,31.6825,32.25,0.0,4.0
August 2023 heat,-41,8/11/2023 2:00,"81,985","3,369","12,721","16,090","65,895",08/11/2023,3,4,29.72,32.31,0,0,81985,3369,12721,16090,65895,29.72,32.31,0.0,4.0
August 2023 heat,-40,8/11/2023 3:00,"79,573",208,"14,437","14,645","64,928",08/11/2023,4,4,26.825,27.76,0,0,79573,208,14437,14645,64928,26.825,27.76,0.0,4.0
August 2023 heat,-39,8/11/2023 4:00,"77,663",0,"17,630","17,630","60,033",08/11/2023,5,4,25.8475,26.93,0,0,77663,0,17630,17630,60033,25.8475,26.93,0.0,4.0
August 2023 heat,-38,8/11/2023 5:00,"73,687",0,"17,624","17,624","56,063",08/11/2023,6,4,30.795,33.36,0,0,73687,0,17624,17624,56063,30.795,33.36,0.0,4.0
August 2023 heat,-37,8/11/2023 6:00,"69,544",0,"18,198","18,198","51,346",08/11/2023,7,4,24.885,29.32,0,0,69544,0,18198,18198,51346,24.885,29.32,0.0,4.0
August 2023 heat,-36,8/11/2023 7:00,"65,703",0,"17,854","17,854","47,849",08/11/2023,8,4,22.025,22.22,0,0,65703,0,17854,17854,47849,22.025,22.22,0.0,4.0
August 2023 heat,-35,8/11/2023 8:00,"62,730",0,"16,181","16,181","46,549",08/11/2023,9,4,21.26,21.65,0,0,62730,0,16181,16181,46549,21.26,21.65,0.0,4.0
August 2023 heat,-34,8/11/2023 9:00,"60,394",0,"16,115","16,115","44,279",08/11/2023,10,4,20.1225,20.27,0,0,60394,0,16115,16115,44279,20.1225,20.27,0.0,4.0
August 2023 heat,-33,8/11/2023 10:00,"58,945",0,"16,596","16,596","42,349",08/11/2023,11,4,13.25,16.29,0,0,58945,0,16596,16596,42349,13.25,16.29,0.0,4.0
August 2023 heat,-32,8/11/2023 11:00,"58,338",0,"16,885","16,885","41,453",08/11/2023,12,4,30.75,40.1,0,0,58338,0,16885,16885,41453,30.75,40.1,0.0,4.0
August 2023 heat,-31,8/11/2023 12:00,"58,733",0,"17,347","17,347","41,386",08/11/2023,13,4,48.6425,70.04,0,0,58733,0,17347,17347,41386,48.6425,70.04,0.0,4.0
August 2023 heat,-30,8/11/2023 13:00,"59,633",1,"18,190","18,191","41,442",08/11/2023,14,4,81.8525,119.79,0,0,59633,1,18190,18191,41442,81.8525,119.79,0.0,4.0
August 2023 heat,-29,8/11/2023 14:00,"59,624","1,130","17,589","18,719","40,905",08/11/2023,15,4,157.105,182.14,1,1,59624,1130,17589,18719,40905,157.105,182.14,1.0,4.0
August 2023 heat,-28,8/11/2023 15:00,"62,084","6,305","15,709","22,014","40,070",08/11/2023,16,4,612.265,766.15,1,1,62084,6305,15709,22014,40070,612.265,766.15,1.0,4.0
August 2023 heat,-27,8/11/2023 16:00,"66,055","10,609","17,414","28,023","38,032",08/11/2023,17,2,815.52,982.48,1,1,66055,10609,17414,28023,38032,815.52,982.48,1.0,2.0
August 2023 heat,-26,8/11/2023 17:00,"70,382","12,229","17,255","29,484","40,898",08/11/2023,18,1,861.47,861.47,1,1,70382,12229,17255,29484,40898,861.47,861.47,1.0,1.0
August 2023 heat,-25,8/11/2023 18:00,"74,369","12,815","14,098","26,913","47,456",08/11/2023,19,3,631.0933,865.6,1,1,74369,12815,14098,26913,47456,631.0933,865.6,1.0,3.0
August 2023 heat,-24,8/11/2023 19:00,"78,198","13,050","11,012","24,062","54,136",08/11/2023,20,2,374.62,540.84,1,1,78198,13050,11012,24062,54136,374.62,540.84,1.0,2.0
August 2023 heat,-23,8/11/2023 20:00,"81,719","13,164","9,423","22,587","59,132",08/11/2023,21,4,132.035,244.1,1,1,81719,13164,9423,22587,59132,132.035,244.1,1.0,4.0
August 2023 heat,-22,8/11/2023 21:00,"83,839","12,600","9,275","21,875","61,964",08/11/2023,22,4,31.525,35.85,0,0,83839,12600,9275,21875,61964,31.525,35.85,0.0,4.0
August 2023 heat,-21,8/11/2023 22:00,"84,757","12,326","9,599","21,925","62,832",08/11/2023,23,4,30.4375,31.72,0,0,84757,12326,9599,21925,62832,30.4375,31.72,0.0,4.0
August 2023 heat,-20,8/11/2023 23:00,"84,922","11,949","10,017","21,966","62,956",08/11/2023,24,4,28.6425,32.0,0,0,84922,11949,10017,21966,62956,28.6425,32.0,0.0,4.0
August 2023 heat,-19,8/12/2023 0:00,"84,434","10,892","10,851","21,743","62,691",08/12/2023,1,4,27.29,28.15,0,0,84434,10892,10851,21743,62691,27.29,28.15,0.0,4.0
August 2023 heat,-18,8/12/2023 1:00,"83,212","7,824","11,933","19,757","63,455",08/12/2023,2,4,23.88,25.21,0,0,83212,7824,11933,19757,63455,23.88,25.21,0.0,4.0
August 2023 heat,-17,8/12/2023 2:00,"80,385","2,125","13,542","15,667","64,718",08/12/2023,3,4,22.4425,22.93,0,0,80385,2125,13542,15667,64718,22.4425,22.93,0.0,4.0
August 2023 heat,-16,8/12/2023 3:00,"77,882",74,"15,233","15,307","62,575",08/12/2023,4,4,21.365,22.02,0,0,77882,74,15233,15307,62575,21.365,22.02,0.0,4.0
August 2023 heat,-15,8/12/2023 4:00,"75,957",0,"18,533","18,533","57,424",08/12/2023,5,4,21.175,21.27,0,0,75957,0,18533,18533,57424,21.175,21.27,0.0,4.0
August 2023 heat,-14,8/12/2023 5:00,"72,279",0,"20,285","20,285","51,994",08/12/2023,6,4,20.4925,20.87,0,0,72279,0,20285,20285,51994,20.4925,20.87,0.0,4.0
August 2023 heat,-13,8/12/2023 6:00,"68,351",0,"21,062","21,062","47,289",08/12/2023,7,4,20.7675,22.16,0,0,68351,0,21062,21062,47289,20.7675,22.16,0.0,4.0
August 2023 heat,-12,8/12/2023 7:00,"64,767",0,"20,260","20,260","44,507",08/12/2023,8,4,21.2875,21.7,0,0,64767,0,20260,20260,44507,21.2875,21.7,0.0,4.0
August 2023 heat,-11,8/12/2023 8:00,"61,899",1,"19,570","19,571","42,328",08/12/2023,9,4,15.3775,19.6,0,0,61899,1,19570,19571,42328,15.3775,19.6,0.0,4.0
