local_time,demand_mw,solar_mw,wind_mw,renewable_gen_mw,residual_demand_mw,date,hour,n_intervals,avg_price_mwh,max_price_mwh,scarcity_flag_any,scarcity_flag_avg
7/12/2022 17:00,"63,331","8,891","6,177","15,068","48,263",07/12/2022,18,4,217.3975,342.3,1,1
7/12/2022 18:00,"68,017","9,381","7,417","16,798","51,219",07/12/2022,19,4,94.0125,100.55,0,0
7/12/2022 19:00,"72,137","9,091","8,749","17,840","54,297",07/12/2022,20,4,95.955,98.64,0,0
7/12/2022 20:00,"75,734","8,793","8,801","17,594","58,140",07/12/2022,21,4,555.4525,991.01,1,1
7/12/2022 21:00,"77,573","8,629","8,119","16,748","60,825",07/12/2022,22,4,127.7475,171.49,1,1
7/12/2022 22:00,"78,226","7,988","8,451","16,439","61,787",07/12/2022,23,4,73.8425,76.77,0,0
7/12/2022 23:00,"78,401","7,636","9,277","16,913","61,488",07/12/2022,24,4,70.7175,73.5,0,0
7/13/2022 0:00,"77,651","6,728","10,245","16,973","60,678",07/13/2022,1,4,67.215,67.74,0,0
7/13/2022 1:00,"76,311","5,445","11,545","16,990","59,321",07/13/2022,2,4,64.9475,66.93,0,0
7/13/2022 2:00,"74,122","3,371","11,574","14,945","59,177",07/13/2022,3,4,61.55,62.45,0,0
7/13/2022 3:00,"71,307",593,"10,392","10,985","60,322",07/13/2022,4,4,60.6075,60.95,0,0
7/13/2022 4:00,"68,846",52,"9,497","9,549","59,297",07/13/2022,5,4,60.9525,61.0,0,0
7/13/2022 5:00,"64,704",0,"9,664","9,664","55,040",07/13/2022,6,4,61.72,63.18,0,0
7/13/2022 6:00,"60,401",0,"8,954","8,954","51,447",07/13/2022,7,4,64.9925,65.71,0,0
7/13/2022 7:00,"56,346",0,"8,284","8,284","48,062",07/13/2022,8,4,75.185,92.89,0,0
7/13/2022 8:00,"53,164",0,"6,959","6,959","46,205",07/13/2022,9,4,64.6375,65.35,0,0
7/13/2022 9:00,"50,712",0,"6,154","6,154","44,558",07/13/2022,10,4,68.0875,73.85,0,0
7/13/2022 10:00,"49,164",0,"5,109","5,109","44,055",07/13/2022,11,4,82.1225,92.34,0,0
7/13/2022 11:00,"48,520",0,"4,222","4,222","44,298",07/13/2022,12,4,296.4975,716.4,1,1
7/13/2022 12:00,"48,720",0,"3,873","3,873","44,847",07/13/2022,13,3,459.6367,747.92,1,1
7/13/2022 13:00,"49,768",25,"3,422","3,447","46,321",,,,,,,
7/13/2022 14:00,"50,557","1,476","2,611","4,087","46,470",,,,,,,
7/13/2022 15:00,"53,510","5,628","1,597","7,225","46,285",,,,,,,
7/13/2022 16:00,"57,575","8,098","1,338","9,436","48,139",,,,,,,
7/13/2022 17:00,"62,642","9,166","1,019","10,185","52,457",,,,,,,
7/13/2022 18:00,"67,577","9,319",696,"10,015","57,562",07/13/2022,19,1,786.61,786.61,1,1
7/13/2022 19:00,"71,626","9,191",706,"9,897","61,729",07/13/2022,20,2,643.43,973.42,1,1
7/13/2022 20:00,"74,852","9,054","2,020","11,074","63,778",07/13/2022,21,4,268.4475,339.49,1,1
7/13/2022 21:00,"77,163","8,220","3,960","12,180","64,983",07/13/2022,22,4,94.2625,130.97,1,0
7/13/2022 22:00,"78,005","6,948","5,375","12,323","65,682",07/13/2022,23,4,77.49,82.9,0,0
7/13/2022 23:00,"78,292","6,276","6,753","13,029","65,263",07/13/2022,24,4,67.175,71.82,0,0
7/14/2022 0:00,"77,710","4,951","7,705","12,656","65,054",07/14/2022,1,4,66.88,68.95,0,0
7/14/2022 1:00,"76,279","3,740","7,980","11,720","64,559",07/14/2022,2,4,64.255,64.66,0,0
7/14/2022 2:00,"74,458","1,953","9,055","11,008","63,450",07/14/2022,3,4,61.7825,62.98,0,0
7/14/2022 3:00,"71,984",239,"8,528","8,767","63,217",07/14/2022,4,4,53.26,59.54,0,0
7/14/2022 4:00,"69,786",0,"9,343","9,343","60,443",07/14/2022,5,4,46.4925,47.87,0,0
7/14/2022 5:00,"65,949",0,"11,251","11,251","54,698",07/14/2022,6,4,49.405,50.11,0,0
7/14/2022 6:00,"61,685",0,"10,821","10,821","50,864",07/14/2022,7,4,48.49,50.5,0,0
7/14/2022 7:00,"57,853",0,"10,237","10,237","47,616",07/14/2022,8,4,47.415,48.09,0,0
7/14/2022 8:00,"54,735",0,"8,257","8,257","46,478",07/14/2022,9,4,49.4075,50.02,0,0
7/14/2022 9:00,"52,277",0,"7,432","7,432","44,845",07/14/2022,10,4,50.1625,55.36,0,0
7/14/2022 10:00,"50,781",0,"7,435","7,435","43,346",07/14/2022,11,4,63.9375,68.33,0,0
7/14/2022 11:00,"49,823",0,"7,526","7,526","42,297",07/14/2022,12,4,71.2625,74.42,0,0
7/14/2022 12:00,"49,944",0,"6,898","6,898","43,046",07/14/2022,13,4,70.075,72.0,0,0
7/14/2022 13:00,"50,551",12,"7,222","7,234","43,317",07/14/2022,14,4,69.6175,70.96,0,0
7/14/2022 14:00,"51,312","1,205","6,886","8,091","43,221",07/14/2022,15,4,63.465,63.76,0,0
7/14/2022 15:00,"53,730","5,860","4,562","10,422","43,308",07/14/2022,16,4,54.6125,57.07,0,0
7/14/2022 16:00,"57,372","8,436","3,855","12,291","45,081",07/14/2022,17,4,50.835,52.08,0,0
7/14/2022 17:00,"61,366","9,093","3,233","12,326","49,040",07/14/2022,18,4,42.8525,49.98,0,0
7/14/2022 18:00,"64,751","8,952","2,450","11,402","53,349",07/14/2022,19,4,45.96,48.93,0,0
7/14/2022 19:00,"67,286","8,828","2,952","11,780","55,506",07/14/2022,20,4,49.665,51.34,0,0
7/14/2022 20:00,"68,673","8,562","3,914","12,476","56,197",07/14/2022,21,4,49.1775,51.63,0,0
7/14/2022 21:00,"69,322","7,836","6,249","14,085","55,237",07/14/2022,22,4,45.65,46.95,0,0
7/14/2022 22:00,"69,766","7,428","8,879","16,307","53,459",07/14/2022,23,4,41.055,41.58,0,0
7/14/2022 23:00,"70,226","6,977","11,950","18,927","51,299",07/14/2022,24,4,40.57,41.01,0,0
7/15/2022 0:00,"69,322","6,941","14,341","21,282","48,040",07/15/2022,1,4,48.255,50.46,0,0
7/15/2022 1:00,"67,255","5,280","15,150","20,430","46,825",07/15/2022,2,4,50.2825,51.9,0,0
7/15/2022 2:00,"64,395","2,259","14,644","16,903","47,492",07/15/2022,3,4,49.19,52.4,0,0
7/15/2022 3:00,"61,982",389,"14,652","15,041","46,941",07/15/2022,4,4,42.5725,44.0,0,0
7/15/2022 4:00,"60,113",0,"15,283","15,283","44,830",07/15/2022,5,4,41.7125,41.94,0,0
7/15/2022 5:00,"56,661",0,"14,624","14,624","42,037",07/15/2022,6,4,42.495,44.54,0,0
7/15/2022 6:00,"52,867",0,"12,262","12,262","40,605",07/15/2022,7,4,46.675,48.37,0,0
7/15/2022 7:00,"49,449",0,"9,473","9,473","39,976",07/15/2022,8,4,49.1875,50.66,0,0
7/15/2022 8:00,"46,890",0,"7,221","7,221","39,669",07/15/2022,9,4,50.8025,51.99,0,0
7/15/2022 9:00,"45,043",0,"5,965","5,965","39,078",07/15/2022,10,4,53.42,56.21,0,0
7/15/2022 10:00,"43,813",0,"6,173","6,173","37,640",07/15/2022,11,4,62.8025,66.75,0,0
7/15/2022 11:00,"43,456",0,"5,642","5,642","37,814",07/15/2022,12,4,72.6425,74.77,0,0
7/15/2022 12:00,"44,001",0,"5,741","5,741","38,260",07/15/2022,13,4,74.5575,75.04,0,0
7/15/2022 13:00,"44,891",27,"4,856","4,883","40,008",07/15/2022,14,4,79.6525,84.47,0,0
7/15/2022 14:00,"46,232","1,900","3,795","5,695","40,537",07/15/2022,15,4,73.36,74.37,0,0
7/15/2022 15:00,"49,291","6,907","2,090","8,997","40,294",07/15/2022,16,4,76.9075,83.61,0,0
7/15/2022 16:00,"53,088","8,987","2,081","11,068","42,020",07/15/2022,17,4,82.48,86.3,0,0
7/15/2022 17:00,"57,352","9,238","2,627","11,865","45,487",07/15/2022,18,4,72.95,74.37,0,0
7/15/2022 18:00,"61,648","9,208","2,869","12,077","49,571",07/15/2022,19,4,70.17,71.29,0,0
7/15/2022 19:00,"65,254","9,293","3,083","12,376","52,878",07/15/2022,20,4,72.4025,73.44,0,0
7/15/2022 20:00,"67,833","9,257","3,175","12,432","55,401",07/15/2022,21,4,76.25,78.38,0,0
7/15/2022 21:00,"69,352","9,354","3,590","12,944","56,408",07/15/2022,22,4,64.5475,69.36,0,0
7/15/2022 22:00,"69,661","8,911","4,048","12,959","56,702",07/15/2022,23,4,47.59,54.87,0,0
7/15/2022 23:00,"70,007","8,451","4,582","13,033","56,974",07/15/2022,24,4,40.0725,41.47,0,0
7/16/2022 0:00,"69,836","8,468","4,932","13,400","56,436",07/16/2022,1,4,40.58,42.51,0,0
7/16/2022 1:00,"68,375","7,891","6,121","14,012","54,363",07/16/2022,2,4,37.9,39.89,0,0
7/16/2022 2:00,"66,395","4,595","8,135","12,730","53,665",07/16/2022,3,4,34.85,35.26,0,0
7/16/2022 3:00,"63,978",622,"9,625","10,247","53,731",07/16/2022,4,4,34.7775,35.01,0,0
7/16/2022 4:00,"61,901",0,"12,024","12,024","49,877",07/16/2022,5,4,36.09,36.65,0,0
7/16/2022 5:00,"58,507",0,"15,271","15,271","43,236",07/16/2022,6,4,38.2375,39.01,0,0
7/16/2022 6:00,"55,015",0,"16,827","16,827","38,188",07/16/2022,7,4,38.605,39.11,0,0
7/16/2022 7:00,"51,802",0,"17,185","17,185","34,617",07/16/2022,8,4,38.8675,39.13,0,0
7/16/2022 8:00,"49,168",0,"16,693","16,693","32,475",07/16/2022,9,4,39.9225,40.46,0,0
7/16/2022 9:00,"47,114",0,"16,053","16,053","31,061",07/16/2022,10,4,39.2075,40.67,0,0
7/16/2022 10:00,"45,945",0,"15,010","15,010","30,935",07/16/2022,11,4,50.375,57.68,0,0
7/16/2022 11:00,"44,778",0,"13,288","13,288","31,490",07/16/2022,12,4,71.4175,74.81,0,0
7/16/2022 12:00,"44,421",0,"11,813","11,813","32,608",07/16/2022,13,4,74.9225,75.0,0,0
7/16/2022 13:00,"44,275",27,"10,538","10,565","33,710",07/16/2022,14,4,74.535,75.0,0,0
7/16/2022 14:00,"45,045","1,862","8,907","10,769","34,276",07/16/2022,15,4,73.5875,74.41,0,0
7/16/2022 15:00,"48,274","6,989","5,758","12,747","35,527",07/16/2022,16,4,83.1975,90.37,0,0
7/16/2022 16:00,"52,423","9,182","5,718","14,900","37,523",07/16/2022,17,4,105.82,157.67,1,0
7/16/2022 17:00,"56,873","9,667","4,993","14,660","42,213",07/16/2022,18,4,86.3925,89.92,0,0
7/16/2022 18:00,"61,296","9,685","3,643","13,328","47,968",07/16/2022,19,4,82.98,90.56,0,0
7/16/2022 19:00,"64,886","9,599","3,476","13,075","51,811",07/16/2022,20,4,117.8575,172.78,1,0
7/16/2022 20:00,"67,968","9,672","4,779","14,451","53,517",07/16/2022,21,4,136.365,165.19,1,1
7/16/2022 21:00,"70,494","9,496","6,032","15,528","54,966",07/16/2022,22,4,68.415,73.03,0,0
7/16/2022 22:00,"72,270","9,298","7,218","16,516","55,754",07/16/2022,23,4,59.9275,64.16,0,0
7/16/2022 23:00,"73,504","8,966","8,230","17,196","56,308",07/16/2022,24,4,54.565,58.46,0,0
7/17/2022 0:00,"73,613","8,538","8,788","17,326","56,287",07/17/2022,1,4,47.665,52.53,0,0
7/17/2022 1:00,"72,592","7,360","9,129","16,489","56,103",07/17/2022,2,4,41.5025,41.94,0,0
7/17/2022 2:00,"70,319","4,478","9,489","13,967","56,352",07/17/2022,3,4,41.7925,42.06,0,0
7/17/2022 3:00,"67,522",613,"9,625","10,238","57,284",07/17/2022,4,4,39.4575,41.23,0,0
7/17/2022 4:00,"65,294",0,"11,694","11,694","53,600",07/17/2022,5,4,35.39,36.83,0,0
7/17/2022 5:00,"61,916",0,"14,101","14,101","47,815",07/17/2022,6,4,36.02,36.77,0,0
7/17/2022 6:00,"58,210",0,"15,613","15,613","42,597",07/17/2022,7,4,34.1675,34.4,0,0
7/17/2022 7:00,"54,800",0,"16,401","16,401","38,399",07/17/2022,8,4,36.6525,37.97,0,0
7/17/2022 8:00,"51,894",0,"16,849","16,849","35,045",07/17/2022,9,4,33.44,33.87,0,0
7/17/2022 9:00,"49,630",0,"16,034","16,034","33,596",07/17/2022,10,4,32.39,33.27,0,0
7/17/2022 10:00,"47,894",0,"15,567","15,567","32,327",07/17/2022,11,4,39.175,43.42,0,0
7/17/2022 11:00,"46,554",0,"15,818","15,818","30,736",07/17/2022,12,4,54.0,60.98,0,0
7/17/2022 12:00,"45,730",0,"15,026","15,026","30,704",07/17/2022,13,4,69.5525,74.88,0,0
7/17/2022 13:00,"44,943",11,"14,117","14,128","30,815",07/17/2022,14,4,80.025,95.65,0,0
7/17/2022 14:00,"45,033","1,219","12,216","13,435","31,598",07/17/2022,15,4,135.2425,170.14,1,1
7/17/2022 15:00,"47,840","5,739","9,800","15,539","32,301",07/17/2022,16,4,235.2875,396.69,1,1
7/17/2022 16:00,"51,943","8,405","10,154","18,559","33,384",07/17/2022,17,4,420.94,633.21,1,1
7/17/2022 17:00,"56,520","9,308","9,167","18,475","38,045",07/17/2022,18,1,635.53,635.53,1,1
7/17/2022 18:00,"61,125","9,487","7,417","16,904","44,221",,,,,,,
7/17/2022 19:00,"65,449","9,592","5,510","15,102","50,347",07/17/2022,20,3,486.4833,651.03,1,1
7/17/2022 20:00,"69,275","9,153","4,909","14,062","55,213",07/17/2022,21,4,153.665,209.93,1,1
7/17/2022 21:00,"72,129","8,841","5,281","14,122","58,007",07/17/2022,22,4,70.19,76.35,0,0
7/17/2022 22:00,"73,999","8,849","5,592","14,441","59,558",07/17/2022,23,4,59.84,63.12,0,0
7/17/2022 23:00,"75,321","8,531","5,900","14,431","60,890",07/17/2022,24,4,47.44,50.22,0,0
7/18/2022 0:00,"75,264","7,443","5,949","13,392","61,872",07/18/2022,1,4,45.03,47.22,0,0
7/18/2022 1:00,"74,013","5,362","6,347","11,709","62,304",07/18/2022,2,4,41.445,41.97,0,0
7/18/2022 2:00,"71,723","2,673","7,139","9,812","61,911",07/18/2022,3,4,40.9625,41.48,0,0
7/18/2022 3:00,"69,466",339,"9,128","9,467","59,999",07/18/2022,4,4,40.4375,41.51,0,0
7/18/2022 4:00,"67,594",0,"11,982","11,982","55,612",07/18/2022,5,4,40.8125,41.2,0,0
7/18/2022 5:00,"63,980",0,"15,359","15,359","48,621",07/18/2022,6,4,41.96,43.0,0,0
7/18/2022 6:00,"59,949",0,"17,295","17,295","42,654",07/18/2022,7,4,42.6825,43.01,0,0
7/18/2022 7:00,"56,228",0,"17,970","17,970","38,258",07/18/2022,8,4,44.595,45.44,0,0
7/18/2022 8:00,"53,238",0,"17,958","17,958","35,280",07/18/2022,9,4,46.515,47.57,0,0
7/18/2022 9:00,"50,996",0,"17,142","17,142","33,854",07/18/2022,10,4,45.27,47.38,0,0
7/18/2022 10:00,"49,439",0,"15,767","15,767","33,672",07/18/2022,11,4,57.615,63.64,0,0
7/18/2022 11:00,"48,612",0,"14,328","14,328","34,284",07/18/2022,12,4,72.03,75.02,0,0
7/18/2022 12:00,"48,958",0,"13,540","13,540","35,418",07/18/2022,13,4,77.935,84.53,0,0
7/18/2022 13:00,"49,490",6,"12,384","12,390","37,100",07/18/2022,14,4,115.0175,194.17,1,0
7/18/2022 14:00,"50,300","1,231","11,056","12,287","38,013",07/18/2022,15,4,220.2275,463.21,1,1
7/18/2022 15:00,"53,090","5,761","8,344","14,105","38,985",07/18/2022,16,3,633.1133,804.64,1,1
7/18/2022 16:00,"57,045","8,234","7,819","16,053","40,992",07/18/2022,17,2,743.19,778.08,1,1
7/18/2022 17:00,"61,525","9,249","6,894","16,143","45,382",07/18/2022,18,1,892.29,892.29,1,1
7/18/2022 18:00,"66,034","9,558","5,285","14,843","51,191",07/18/2022,19,1,513.53,513.53,1,1
7/18/2022 19:00,"70,392","9,610","3,873","13,483","56,909",07/18/2022,20,2,604.185,637.64,1,1
7/18/2022 20:00,"73,991","9,639","3,815","13,454","60,537",07/18/2022,21,4,155.0075,272.66,1,1
7/18/2022 21:00,"76,882","9,587","4,397","13,984","62,898",07/18/2022,22,4,73.1525,77.23,0,0
7/18/2022 22:00,"78,434","9,437","4,815","14,252","64,182",07/18/2022,23,4,63.065,66.35,0,0
7/18/2022 23:00,"79,012","9,220","5,229","14,449","64,563",07/18/2022,24,4,52.635,54.95,0,0
7/19/2022 0:00,"79,026","8,806","5,655","14,461","64,565",07/19/2022,1,4,49.88,51.08,0,0
7/19/2022 1:00,"77,935","7,377","6,116","13,493","64,442",07/19/2022,2,4,43.7775,45.16,0,0
7/19/2022 2:00,"75,385","3,696","7,260","10,956","64,429",07/19/2022,3,4,40.495,43.09,0,0
7/19/2022 3:00,"72,750",417,"9,506","9,923","62,827",07/19/2022,4,4,38.585,39.44,0,0
7/19/2022 4:00,"70,626",0,"13,168","13,168","57,458",07/19/2022,5,4,37.125,37.57,0,0
7/19/2022 5:00,"66,656",0,"16,327","16,327","50,329",07/19/2022,6,4,37.005,37.43,0,0
7/19/2022 6:00,"62,198",1,"18,254","18,255","43,943",07/19/2022,7,4,36.41,37.38,0,0
7/19/2022 7:00,"58,510",1,"19,431","19,432","39,078",07/19/2022,8,4,36.54,37.45,0,0
7/19/2022 8:00,"55,557",1,"20,060","20,061","35,496",07/19/2022,9,4,38.07,39.07,0,0
7/19/2022 9:00,"53,233",1,"19,839","19,840","33,393",07/19/2022,10,4,37.6275,39.56,0,0
7/19/2022 10:00,"51,709",1,"19,160","19,161","32,548",07/19/2022,11,4,47.94,54.2,0,0
7/19/2022 11:00,"51,061",0,"19,447","19,447","31,614",07/19/2022,12,4,60.86,64.91,0,0
7/19/2022 12:00,"51,183",1,"19,453","19,454","31,729",07/19/2022,13,4,68.62,73.24,0,0
7/19/2022 13:00,"51,731",16,"19,293","19,309","32,422",07/19/2022,14,4,77.6075,79.03,0,0
7/19/2022 14:00,"52,517","1,566","18,385","19,951","32,566",07/19/2022,15,4,78.7175,80.38,0,0
7/19/2022 15:00,"55,246","6,194","16,190","22,384","32,862",07/19/2022,16,4,80.135,85.14,0,0
7/19/2022 16:00,"59,289","8,424","17,341","25,765","33,524",07/19/2022,17,4,92.21,98.37,0,0
7/19/2022 17:00,"63,603","9,337","15,763","25,100","38,503",07/19/2022,18,4,122.535,146.39,1,1
7/19/2022 18:00,"67,945","9,266","13,987","23,253","44,692",07/19/2022,19,4,228.2625,467.74,1,1
7/19/2022 19:00,"72,228","9,369","13,899","23,268","48,960",07/19/2022,20,4,105.15,119.3,0,0
7/19/2022 20:00,"76,045","9,150","13,542","22,692","53,353",07/19/2022,21,4,83.78,86.2,0,0
7/19/2022 21:00,"78,716","9,211","12,705","21,916","56,800",07/19/2022,22,4,72.1675,76.81,0,0
7/19/2022 22:00,"79,261","9,323","11,800","21,123","58,138",07/19/2022,23,4,59.115,64.09,0,0
7/19/2022 23:00,"79,625","9,169","11,081","20,250","59,375",07/19/2022,24,4,51.2975,55.04,0,0
7/20/2022 0:00,"79,404","8,677","10,814","19,491","59,913",07/20/2022,1,4,44.2475,44.97,0,0
7/20/2022 1:00,"78,559","6,759","11,023","17,782","60,777",07/20/2022,2,4,38.89,40.94,0,0
7/20/2022 2:00,"76,586","3,078","12,441","15,519","61,067",07/20/2022,3,4,36.885,38.82,0,0
7/20/2022 3:00,"73,932",394,"14,599","14,993","58,939",07/20/2022,4,4,34.2025,34.62,0,0
7/20/2022 4:00,"71,488",0,"18,883","18,883","52,605",07/20/2022,5,4,37.2125,38.17,0,0
7/20/2022 5:00,"67,629",0,"21,563","21,563","46,066",07/20/2022,6,4,41.86,44.71,0,0
7/20/2022 6:00,"63,384",0,"22,447","22,447","40,937",07/20/2022,7,4,47.6725,49.57,0,0
7/20/2022 7:00,"59,720",0,"23,038","23,038","36,682",07/20/2022,8,4,52.8075,53.19,0,0
7/20/2022 8:00,"56,819",0,"23,149","23,149","33,670",07/20/2022,9,4,57.53,62.51,0,0
7/20/2022 9:00,"54,644",0,"23,180","23,180","31,464",07/20/2022,10,4,70.0925,72.23,0,0
7/20/2022 10:00,"53,015",0,"22,339","22,339","30,676",07/20/2022,11,4,74.165,78.05,0,0
7/20/2022 11:00,"51,970",0,"20,543","20,543","31,427",07/20/2022,12,4,82.505,88.16,0,0
7/20/2022 12:00,"51,886",0,"17,982","17,982","33,904",07/20/2022,13,4,100.3375,140.44,1,0
7/20/2022 13:00,"52,327",13,"15,782","15,795","36,532",07/20/2022,14,4,198.4575,271.98,1,1
7/20/2022 14:00,"53,112","1,141","13,521","14,662","38,450",07/20/2022,15,2,288.855,296.53,1,1
7/20/2022 15:00,"55,615","4,184","12,122","16,306","39,309",,,,,,,
7/20/2022 16:00,"59,267","5,513","10,938","16,451","42,816",07/20/2022,17,3,685.5733,933.62,1,1
7/20/2022 17:00,"63,779","6,876","9,525","16,401","47,378",07/20/2022,18,3,493.83,763.1,1,1
7/20/2022 18:00,"68,505","7,948","8,788","16,736","51,769",07/20/2022,19,4,118.42,133.33,1,0
7/20/2022 19:00,"72,629","8,584","8,281","16,865","55,764",07/20/2022,20,4,125.9325,139.13,1,1
7/20/2022 20:00,"76,135","8,241","7,883","16,124","60,011",07/20/2022,21,4,249.26,521.75,1,1
7/20/2022 21:00,"78,429","8,379","7,238","15,617","62,812",07/20/2022,22,4,97.0475,98.9,0,0
7/20/2022 22:00,"79,400","8,270","6,661","14,931","64,469",07/20/2022,23,4,101.6025,167.67,1,0
7/20/2022 23:00,"79,830","8,079","7,372","15,451","64,379",07/20/2022,24,4,68.4375,71.82,0,0
7/21/2022 0:00,"79,677","7,262","8,542","15,804","63,873",07/21/2022,1,4,61.6225,67.77,0,0
7/21/2022 1:00,"78,504","6,651","10,019","16,670","61,834",07/21/2022,2,4,50.8775,51.77,0,0
7/21/2022 2:00,"75,932","3,561","10,994","14,555","61,377",07/21/2022,3,4,54.8625,59.06,0,0
7/21/2022 3:00,"73,359",404,"11,271","11,675","61,684",07/21/2022,4,4,61.24,63.02,0,0
7/21/2022 4:00,"70,851",0,"11,858","11,858","58,993",07/21/2022,5,4,61.0,65.29,0,0
7/21/2022 5:00,"67,186",0,"13,293","13,293","53,893",07/21/2022,6,4,69.89,70.48,0,0
7/21/2022 6:00,"63,132",0,"16,067","16,067","47,065",07/21/2022,7,4,69.0725,70.37,0,0
7/21/2022 7:00,"59,201",0,"16,646","16,646","42,555",07/21/2022,8,4,69.975,72.66,0,0
7/21/2022 8:00,"56,338",0,"16,861","16,861","39,477",07/21/2022,9,4,69.1075,71.14,0,0
7/21/2022 9:00,"54,111",0,"15,008","15,008","39,103",07/21/2022,10,4,80.9475,91.38,0,0
7/21/2022 10:00,"52,789",0,"12,396","12,396","40,393",07/21/2022,11,4,128.1675,214.97,1,1
7/21/2022 11:00,"51,923",0,"11,064","11,064","40,859",07/21/2022,12,4,87.105,93.37,0,0
7/21/2022 12:00,"52,167",0,"9,314","9,314","42,853",07/21/2022,13,4,108.7225,126.26,1,0
7/21/2022 13:00,"52,796",8,"9,150","9,158","43,638",07/21/2022,14,4,107.2075,130.27,1,0
7/21/2022 14:00,"53,141",875,"8,463","9,338","43,803",07/21/2022,15,4,117.0575,137.97,1,0
7/21/2022 15:00,"55,363","3,262","8,000","11,262","44,101",07/21/2022,16,4,97.025,107.83,0,0
7/21/2022 16:00,"58,274","4,261","7,907","12,168","46,106",07/21/2022,17,4,78.74,82.68,0,0
7/21/2022 17:00,"61,706","5,206","6,601","11,807","49,899",07/21/2022,18,4,74.8775,76.03,0,0
7/21/2022 18:00,"65,556","5,775","6,705","12,480","53,076",07/21/2022,19,4,77.23,77.52,0,0
7/21/2022 19:00,"69,007","6,399","6,919","13,318","55,689",07/21/2022,20,4,76.0975,77.6,0,0
7/21/2022 20:00,"72,194","7,036","7,317","14,353","57,841",07/21/2022,21,4,83.44,88.27,0,0
7/21/2022 21:00,"74,752","6,912","8,484","15,396","59,356",07/21/2022,22,4,94.575,105.1,0,0
7/21/2022 22:00,"76,691","6,925","10,327","17,252","59,439",07/21/2022,23,4,74.94,77.73,0,0
7/21/2022 23:00,"77,797","7,512","12,389","19,901","57,896",07/21/2022,24,4,70.745,74.24,0,0
7/22/2022 0:00,"77,586","7,184","13,750","20,934","56,652",07/22/2022,1,4,68.5725,69.01,0,0
7/22/2022 1:00,"76,154","5,608","14,905","20,513","55,641",07/22/2022,2,4,63.965,67.79,0,0
7/22/2022 2:00,"73,377","3,312","15,944","19,256","54,121",07/22/2022,3,4,57.12,65.15,0,0
7/22/2022 3:00,"70,456",257,"14,054","14,311","56,145",07/22/2022,4,4,48.76,49.79,0,0
7/22/2022 4:00,"68,099",0,"12,466","12,466","55,633",07/22/2022,5,4,50.1525,51.48,0,0
7/22/2022 5:00,"64,250",0,"12,953","12,953","51,297",07/22/2022,6,4,52.65,53.06,0,0
7/22/2022 6:00,"60,122",0,"13,791","13,791","46,331",07/22/2022,7,4,51.695,52.02,0,0
7/22/2022 7:00,"56,306",0,"13,942","13,942","42,364",07/22/2022,8,4,52.56,53.96,0,0
7/22/2022 8:00,"53,191",0,"13,901","13,901","39,290",07/22/2022,9,4,56.61,57.21,0,0
7/22/2022 9:00,"51,020",0,"13,784","13,784","37,236",07/22/2022,10,4,51.0975,54.02,0,0
7/22/2022 10:00,"49,815",0,"13,772","13,772","36,043",07/22/2022,11,4,54.13,59.76,0,0
7/22/2022 11:00,"49,164",0,"12,647","12,647","36,517",07/22/2022,12,4,70.995,72.75,0,0
7/22/2022 12:00,"49,410",0,"11,647","11,647","37,763",07/22/2022,13,4,75.7025,76.48,0,0
7/22/2022 13:00,"50,201",4,"11,992","11,996","38,205",07/22/2022,14,4,76.135,77.71,0,0
7/22/2022 14:00,"50,878",748,"12,014","12,762","38,116",07/22/2022,15,4,76.035,76.97,0,0
7/22/2022 15:00,"53,170","3,254","10,578","13,832","39,338",07/22/2022,16,4,74.89,75.07,0,0
7/22/2022 16:00,"56,799","5,742","11,259","17,001","39,798",07/22/2022,17,4,74.39,74.89,0,0
7/22/2022 17:00,"60,849","7,978","10,624","18,602","42,247",07/22/2022,18,4,74.4175,75.57,0,0
7/22/2022 18:00,"64,952","8,583","9,602","18,185","46,767",07/22/2022,19,4,72.305,73.28,0,0
7/22/2022 19:00,"68,560","8,705","9,029","17,734","50,826",07/22/2022,20,4,73.805,75.07,0,0
7/22/2022 20:00,"71,365","8,748","9,077","17,825","53,540",07/22/2022,21,4,84.2425,94.1,0,0
7/22/2022 21:00,"72,455","8,707","9,847","18,554","53,901",07/22/2022,22,4,87.8775,89.88,0,0
7/22/2022 22:00,"72,373","8,534","11,290","19,824","52,549",07/22/2022,23,4,82.1975,90.1,0,0
7/22/2022 23:00,"72,369","7,987","12,619","20,606","51,763",07/22/2022,24,4,66.705,70.71,0,0
7/23/2022 0:00,"72,164","7,324","13,708","21,032","51,132",07/23/2022,1,4,58.8275,61.03,0,0
7/23/2022 1:00,"70,860","5,895","15,016","20,911","49,949",07/23/2022,2,4,52.3775,55.38,0,0
7/23/2022 2:00,"68,772","2,999","15,805","18,804","49,968",07/23/2022,3,4,47.2175,49.58,0,0
7/23/2022 3:00,"66,283",224,"15,355","15,579","50,704",07/23/2022,4,4,42.985,44.57,0,0
7/23/2022 4:00,"64,267",0,"15,519","15,519","48,748",07/23/2022,5,4,42.1175,42.27,0,0
7/23/2022 5:00,"60,794",0,"17,209","17,209","43,585",07/23/2022,6,4,42.385,42.41,0,0
7/23/2022 6:00,"57,386",0,"18,047","18,047","39,339",07/23/2022,7,4,42.0825,42.37,0,0
7/23/2022 7:00,"54,000",0,"18,562","18,562","35,438",07/23/2022,8,4,45.1575,46.0,0,0
