local_time,demand_mw,solar_mw,wind_mw,renewable_gen_mw,residual_demand_mw,date,hour,n_intervals,avg_price_mwh,max_price_mwh,scarcity_flag_any,scarcity_flag_avg
1/3/2022 8:00,"48,268",0,"5,009","5,009","43,259",01/03/2022,9,4,34.885,40.65,0,0
1/3/2022 9:00,"48,383",0,"5,128","5,128","43,255",01/03/2022,10,4,26.4775,27.12,0,0
1/3/2022 10:00,"49,062",0,"5,294","5,294","43,768",01/03/2022,11,4,26.2425,26.59,0,0
1/3/2022 11:00,"50,364",0,"5,674","5,674","44,690",01/03/2022,12,4,23.5575,24.61,0,0
1/3/2022 12:00,"52,627",0,"6,329","6,329","46,298",01/03/2022,13,4,22.61,22.76,0,0
1/3/2022 13:00,"55,643",0,"6,560","6,560","49,083",01/03/2022,14,4,21.04,21.78,0,0
1/3/2022 14:00,"57,624",65,"7,031","7,096","50,528",01/03/2022,15,4,18.5225,19.51,0,0
1/3/2022 15:00,"57,020","2,578","7,639","10,217","46,803",01/03/2022,16,4,17.4425,18.55,0,0
1/3/2022 16:00,"54,314","6,653","5,746","12,399","41,915",01/03/2022,17,4,20.93,23.81,0,0
1/3/2022 17:00,"51,487","7,084","4,225","11,309","40,178",01/03/2022,18,4,26.755,28.23,0,0
1/3/2022 18:00,"48,690","6,769","5,177","11,946","36,744",01/03/2022,19,4,24.845,26.29,0,0
1/3/2022 19:00,"46,316","6,567","6,507","13,074","33,242",01/03/2022,20,4,22.735,23.15,0,0
1/3/2022 20:00,"44,409","6,668","7,277","13,945","30,464",01/03/2022,21,4,-0.0325,8.44,0,0
1/3/2022 21:00,"42,984","6,979","8,052","15,031","27,953",01/03/2022,22,4,-4.905,-4.83,0,0
1/3/2022 22:00,"42,357","6,693","9,180","15,873","26,484",01/03/2022,23,4,-5.115,-4.99,0,0
1/3/2022 23:00,"42,583","4,135","9,580","13,715","28,868",01/03/2022,24,4,-5.7425,-5.57,0,0
1/4/2022 0:00,"44,939",566,"9,633","10,199","34,740",01/04/2022,1,4,-5.41,-5.02,0,0
1/4/2022 1:00,"48,099",0,"13,327","13,327","34,772",01/04/2022,2,4,-5.2175,-5.03,0,0
1/4/2022 2:00,"49,043",0,"17,746","17,746","31,297",01/04/2022,3,4,-5.02,-4.97,0,0
1/4/2022 3:00,"49,360",0,"20,557","20,557","28,803",01/04/2022,4,4,-4.925,-4.81,0,0
1/4/2022 4:00,"48,732",0,"20,723","20,723","28,009",01/04/2022,5,4,-4.7975,-4.78,0,0
1/4/2022 5:00,"47,182",0,"20,665","20,665","26,517",01/04/2022,6,4,-4.7225,-4.52,0,0
1/4/2022 6:00,"45,512",0,"20,612","20,612","24,900",01/04/2022,7,4,-2.2625,-1.99,0,0
1/4/2022 7:00,"44,413",0,"20,467","20,467","23,946",01/04/2022,8,4,-3.31,-2.05,0,0
1/4/2022 8:00,"43,947",0,"20,225","20,225","23,722",01/04/2022,9,4,-4.665,-4.49,0,0
1/4/2022 9:00,"43,944",0,"19,674","19,674","24,270",01/04/2022,10,4,-2.845,-1.57,0,0
1/4/2022 10:00,"44,468",0,"19,265","19,265","25,203",01/04/2022,11,4,-0.925,-0.82,0,0
1/4/2022 11:00,"45,759",0,"19,352","19,352","26,407",01/04/2022,12,4,-1.03,-0.92,0,0
1/4/2022 12:00,"48,311",0,"19,921","19,921","28,390",01/04/2022,13,4,-1.3075,-0.97,0,0
1/4/2022 13:00,"51,826",0,"19,801","19,801","32,025",01/04/2022,14,4,-1.1275,-0.99,0,0
1/4/2022 14:00,"53,674",51,"19,542","19,593","34,081",01/04/2022,15,4,-0.855,-0.51,0,0
1/4/2022 15:00,"52,660","1,279","18,676","19,955","32,705",01/04/2022,16,4,-0.2375,-0.09,0,0
1/4/2022 16:00,"50,153","3,251","17,127","20,378","29,775",01/04/2022,17,4,10.7175,22.38,0,0
1/4/2022 17:00,"47,929","3,977","16,900","20,877","27,052",01/04/2022,18,4,31.8975,41.04,0,0
1/4/2022 18:00,"45,797","3,867","18,000","21,867","23,930",01/04/2022,19,4,27.87,32.77,0,0
1/4/2022 19:00,"44,119","3,749","18,318","22,067","22,052",01/04/2022,20,4,22.52,22.75,0,0
1/4/2022 20:00,"42,784","3,887","18,105","21,992","20,792",01/04/2022,21,4,22.2725,22.34,0,0
1/4/2022 21:00,"41,715","4,010","17,632","21,642","20,073",01/04/2022,22,4,21.91,22.42,0,0
1/4/2022 22:00,"41,229","4,377","17,042","21,419","19,810",01/04/2022,23,4,20.52,20.98,0,0
1/4/2022 23:00,"41,362","4,509","15,519","20,028","21,334",01/04/2022,24,4,20.7975,21.12,0,0
1/5/2022 0:00,"42,511",930,"13,983","14,913","27,598",01/05/2022,1,4,22.835,23.13,0,0
1/5/2022 1:00,"44,559",0,"14,755","14,755","29,804",01/05/2022,2,4,22.4025,22.47,0,0
1/5/2022 2:00,"44,416",0,"17,126","17,126","27,290",01/05/2022,3,4,22.2375,22.39,0,0
1/5/2022 3:00,"43,960",0,"17,881","17,881","26,079",01/05/2022,4,4,20.0725,20.9,0,0
1/5/2022 4:00,"42,700",0,"17,801","17,801","24,899",01/05/2022,5,4,20.025,20.59,0,0
1/5/2022 5:00,"40,772",0,"17,454","17,454","23,318",01/05/2022,6,4,21.765,22.4,0,0
1/5/2022 6:00,"38,941",0,"16,090","16,090","22,851",01/05/2022,7,4,22.6,22.74,0,0
1/5/2022 7:00,"37,726",0,"15,192","15,192","22,534",01/05/2022,8,4,22.755,22.8,0,0
1/5/2022 8:00,"37,244",0,"14,765","14,765","22,479",01/05/2022,9,4,21.9425,22.57,0,0
1/5/2022 9:00,"37,271",0,"14,634","14,634","22,637",01/05/2022,10,4,14.3325,17.11,0,0
1/5/2022 10:00,"37,777",0,"16,357","16,357","21,420",01/05/2022,11,4,20.66,22.16,0,0
1/5/2022 11:00,"39,028",0,"17,354","17,354","21,674",01/05/2022,12,4,22.66,22.83,0,0
1/5/2022 12:00,"41,492",0,"17,842","17,842","23,650",01/05/2022,13,4,24.6075,25.75,0,0
1/5/2022 13:00,"45,080",0,"18,197","18,197","26,883",01/05/2022,14,4,25.12,25.62,0,0
1/5/2022 14:00,"46,898",37,"18,338","18,375","28,523",01/05/2022,15,4,23.55,23.85,0,0
1/5/2022 15:00,"46,031","2,208","16,560","18,768","27,263",01/05/2022,16,4,22.965,23.28,0,0
1/5/2022 16:00,"44,626","6,102","13,490","19,592","25,034",01/05/2022,17,4,22.945,23.8,0,0
1/5/2022 17:00,"43,394","6,637","10,976","17,613","25,781",01/05/2022,18,4,32.4425,37.84,0,0
1/5/2022 18:00,"42,052","6,516","7,610","14,126","27,926",01/05/2022,19,4,32.76,35.08,0,0
1/5/2022 19:00,"41,148","6,391","4,896","11,287","29,861",01/05/2022,20,4,29.4475,30.97,0,0
1/5/2022 20:00,"40,672","6,468","3,361","9,829","30,843",01/05/2022,21,4,24.7,25.36,0,0
1/5/2022 21:00,"40,568","6,735","3,095","9,830","30,738",01/05/2022,22,4,22.865,23.26,0,0
1/5/2022 22:00,"40,576","6,745","3,280","10,025","30,551",01/05/2022,23,4,21.8925,22.63,0,0
1/5/2022 23:00,"40,827","5,185","4,166","9,351","31,476",01/05/2022,24,4,19.02,19.56,0,0
1/6/2022 0:00,"42,028","1,026","4,546","5,572","36,456",01/06/2022,1,4,21.5025,22.21,0,0
1/6/2022 1:00,"43,761",0,"5,628","5,628","38,133",01/06/2022,2,4,20.455,21.06,0,0
1/6/2022 2:00,"43,562",0,"6,516","6,516","37,046",01/06/2022,3,4,20.2325,20.76,0,0
1/6/2022 3:00,"43,090",0,"7,925","7,925","35,165",01/06/2022,4,4,22.29,22.36,0,0
1/6/2022 4:00,"42,041",0,"9,573","9,573","32,468",01/06/2022,5,4,17.87,22.28,0,0
1/6/2022 5:00,"40,286",0,"11,868","11,868","28,418",01/06/2022,6,4,20.475,21.25,0,0
1/6/2022 6:00,"38,522",0,"14,250","14,250","24,272",01/06/2022,7,4,17.4375,22.58,0,0
1/6/2022 7:00,"37,470",0,"14,809","14,809","22,661",01/06/2022,8,4,1.27,2.48,0,0
1/6/2022 8:00,"37,094",0,"15,348","15,348","21,746",01/06/2022,9,4,-0.36,-0.11,0,0
1/6/2022 9:00,"37,297",0,"15,830","15,830","21,467",01/06/2022,10,4,-1.0525,-0.49,0,0
1/6/2022 10:00,"37,855",0,"14,931","14,931","22,924",01/06/2022,11,4,-0.22,-0.06,0,0
1/6/2022 11:00,"39,131",0,"16,566","16,566","22,565",01/06/2022,12,4,-0.015,0.05,0,0
1/6/2022 12:00,"42,021",0,"18,242","18,242","23,779",01/06/2022,13,4,14.4775,20.3,0,0
1/6/2022 13:00,"45,929",0,"19,542","19,542","26,387",01/06/2022,14,4,22.285,22.42,0,0
1/6/2022 14:00,"48,282",35,"20,291","20,326","27,956",01/06/2022,15,4,22.45,22.48,0,0
1/6/2022 15:00,"48,455","1,338","19,577","20,915","27,540",01/06/2022,16,4,22.465,22.49,0,0
1/6/2022 16:00,"48,168","3,072","18,199","21,271","26,897",01/06/2022,17,4,23.4775,25.17,0,0
1/6/2022 17:00,"47,731","4,279","17,098","21,377","26,354",01/06/2022,18,4,50.7225,93.76,0,0
1/6/2022 18:00,"47,165","5,601","15,473","21,074","26,091",01/06/2022,19,4,40.7,43.13,0,0
1/6/2022 19:00,"46,445","6,436","13,943","20,379","26,066",01/06/2022,20,4,41.9525,44.81,0,0
1/6/2022 20:00,"45,777","6,665","10,880","17,545","28,232",01/06/2022,21,4,39.8125,43.63,0,0
1/6/2022 21:00,"45,301","6,979","8,107","15,086","30,215",01/06/2022,22,4,38.175,38.69,0,0
1/6/2022 22:00,"45,117","6,889","6,853","13,742","31,375",01/06/2022,23,4,32.2525,35.23,0,0
1/6/2022 23:00,"45,855","5,132","6,039","11,171","34,684",01/06/2022,24,4,36.26,37.89,0,0
1/7/2022 0:00,"47,992","1,083","6,075","7,158","40,834",01/07/2022,1,4,36.9775,37.54,0,0
1/7/2022 1:00,"50,710",1,"7,334","7,335","43,375",01/07/2022,2,4,36.955,37.17,0,0
1/7/2022 2:00,"51,101",0,"8,787","8,787","42,314",01/07/2022,3,4,37.9075,39.46,0,0
1/7/2022 3:00,"51,073",0,"9,565","9,565","41,508",01/07/2022,4,4,44.0825,48.23,0,0
1/7/2022 4:00,"50,383",0,"10,052","10,052","40,331",01/07/2022,5,4,43.565,47.3,0,0
1/7/2022 5:00,"48,794",0,"9,777","9,777","39,017",01/07/2022,6,4,44.6125,54.99,0,0
1/7/2022 6:00,"47,525",0,"9,565","9,565","37,960",01/07/2022,7,4,333.895,485.07,1,1
1/7/2022 7:00,"46,688",0,"9,242","9,242","37,446",01/07/2022,8,4,258.1775,394.69,1,1
1/7/2022 8:00,"46,508",0,"9,096","9,096","37,412",01/07/2022,9,4,128.565,323.81,1,1
1/7/2022 9:00,"46,678",0,"8,978","8,978","37,700",01/07/2022,10,4,46.72,65.43,0,0
1/7/2022 10:00,"47,439",0,"8,611","8,611","38,828",01/07/2022,11,4,48.9525,69.54,0,0
1/7/2022 11:00,"48,746",0,"8,665","8,665","40,081",01/07/2022,12,4,52.8825,64.53,0,0
1/7/2022 12:00,"51,388",0,"8,952","8,952","42,436",01/07/2022,13,4,39.6325,40.72,0,0
1/7/2022 13:00,"54,971",0,"8,880","8,880","46,091",01/07/2022,14,4,36.3425,62.81,0,0
1/7/2022 14:00,"56,841",27,"8,883","8,910","47,931",01/07/2022,15,4,15.4775,24.22,0,0
1/7/2022 15:00,"56,671","1,960","7,963","9,923","46,748",01/07/2022,16,4,18.815,23.02,0,0
1/7/2022 16:00,"55,615","5,681","6,324","12,005","43,610",01/07/2022,17,4,31.7175,57.1,0,0
1/7/2022 17:00,"54,145","6,247","6,220","12,467","41,678",01/07/2022,18,4,141.2225,354.63,1,1
1/7/2022 18:00,"52,305","6,059","7,031","13,090","39,215",01/07/2022,19,4,35.4875,54.84,0,0
1/7/2022 19:00,"50,458","5,934","8,529","14,463","35,995",01/07/2022,20,4,1.8625,4.74,0,0
1/7/2022 20:00,"49,174","5,849","10,129","15,978","33,196",01/07/2022,21,4,1.2925,2.8,0,0
1/7/2022 21:00,"48,302","5,900","11,140","17,040","31,262",01/07/2022,22,4,1.515,1.97,0,0
1/7/2022 22:00,"48,503","5,811","12,128","17,939","30,564",01/07/2022,23,4,2.7925,4.21,0,0
1/7/2022 23:00,"49,118","4,517","13,197","17,714","31,404",01/07/2022,24,4,3.6675,4.63,0,0
1/8/2022 0:00,"50,026","1,032","14,060","15,092","34,934",01/08/2022,1,4,1.0275,1.3,0,0
1/8/2022 1:00,"51,104",1,"17,251","17,252","33,852",01/08/2022,2,4,0.885,1.14,0,0
1/8/2022 2:00,"50,515",0,"19,658","19,658","30,857",01/08/2022,3,4,1.18,1.27,0,0
1/8/2022 3:00,"49,460",0,"19,581","19,581","29,879",01/08/2022,4,4,1.8275,2.83,0,0
1/8/2022 4:00,"47,947",0,"19,731","19,731","28,216",01/08/2022,5,4,2.9475,3.25,0,0
1/8/2022 5:00,"45,910",0,"19,635","19,635","26,275",01/08/2022,6,4,8.5525,10.02,0,0
1/8/2022 6:00,"43,905",0,"19,542","19,542","24,363",01/08/2022,7,4,20.3225,22.8,0,0
1/8/2022 7:00,"42,132",0,"19,383","19,383","22,749",01/08/2022,8,4,22.86,23.23,0,0
1/8/2022 8:00,"41,050",0,"19,206","19,206","21,844",01/08/2022,9,4,12.2525,22.61,0,0
1/8/2022 9:00,"40,313",0,"19,157","19,157","21,156",01/08/2022,10,4,0.1525,0.31,0,0
1/8/2022 10:00,"40,009",0,"19,114","19,114","20,895",01/08/2022,11,4,0.3725,0.61,0,0
1/8/2022 11:00,"39,948",0,"19,098","19,098","20,850",01/08/2022,12,4,1.6875,2.95,0,0
1/8/2022 12:00,"40,511",0,"18,780","18,780","21,731",01/08/2022,13,4,3.18,3.98,0,0
1/8/2022 13:00,"41,460",0,"18,016","18,016","23,444",01/08/2022,14,4,4.83,7.93,0,0
1/8/2022 14:00,"42,491",5,"17,633","17,638","24,853",01/08/2022,15,4,15.005,19.14,0,0
1/8/2022 15:00,"43,639","1,255","17,575","18,830","24,809",01/08/2022,16,4,1.23,1.91,0,0
1/8/2022 16:00,"44,380","3,121","15,716","18,837","25,543",01/08/2022,17,4,16.135,24.9,0,0
1/8/2022 17:00,"44,722","4,302","14,746","19,048","25,674",01/08/2022,18,4,132.0725,361.14,1,1
1/8/2022 18:00,"44,450","4,770","14,328","19,098","25,352",01/08/2022,19,4,90.465,235.56,1,0
1/8/2022 19:00,"43,914","4,815","14,342","19,157","24,757",01/08/2022,20,4,27.5525,30.43,0,0
1/8/2022 20:00,"43,158","4,600","14,289","18,889","24,269",01/08/2022,21,4,24.345,25.75,0,0
1/8/2022 21:00,"42,379","4,993","13,811","18,804","23,575",01/08/2022,22,4,21.5575,22.75,0,0
1/8/2022 22:00,"41,801","5,261","13,545","18,806","22,995",01/08/2022,23,4,22.0275,22.48,0,0
1/8/2022 23:00,"41,613","4,325","13,835","18,160","23,453",01/08/2022,24,4,21.505,22.49,0,0
1/9/2022 0:00,"42,002","1,185","12,529","13,714","28,288",01/09/2022,1,4,22.535,22.66,0,0
1/9/2022 1:00,"42,649",197,"12,250","12,447","30,202",01/09/2022,2,4,19.8175,22.11,0,0
1/9/2022 2:00,"42,067",56,"13,737","13,793","28,274",01/09/2022,3,4,4.77,13.04,0,0
1/9/2022 3:00,"41,193",0,"15,780","15,780","25,413",01/09/2022,4,4,1.9425,7.04,0,0
1/9/2022 4:00,"40,293",0,"17,284","17,284","23,009",01/09/2022,5,4,-0.045,0.0,0,0
1/9/2022 5:00,"38,986",0,"18,396","18,396","20,590",01/09/2022,6,4,0.1825,0.92,0,0
1/9/2022 6:00,"37,429",0,"17,719","17,719","19,710",01/09/2022,7,4,-0.065,0.09,0,0
1/9/2022 7:00,"36,015",0,"16,980","16,980","19,035",01/09/2022,8,4,-0.5225,-0.11,0,0
1/9/2022 8:00,"35,063",0,"17,197","17,197","17,866",01/09/2022,9,4,-0.96,0.45,0,0
1/9/2022 9:00,"34,590",0,"18,146","18,146","16,444",01/09/2022,10,4,-3.0625,-2.88,0,0
1/9/2022 10:00,"34,492",0,"19,088","19,088","15,404",01/09/2022,11,4,-1.2575,-0.57,0,0
1/9/2022 11:00,"34,557",0,"19,474","19,474","15,083",01/09/2022,12,4,0.615,1.01,0,0
1/9/2022 12:00,"35,117",0,"20,231","20,231","14,886",01/09/2022,13,4,1.43,2.62,0,0
1/9/2022 13:00,"36,045",0,"20,461","20,461","15,584",01/09/2022,14,4,6.2,7.28,0,0
1/9/2022 14:00,"37,206",13,"20,535","20,548","16,658",01/09/2022,15,4,8.1,8.77,0,0
1/9/2022 15:00,"38,565",470,"20,177","20,647","17,918",01/09/2022,16,4,9.91,14.5,0,0
1/9/2022 16:00,"40,155","1,098","19,310","20,408","19,747",01/09/2022,17,4,18.42,22.18,0,0
1/9/2022 17:00,"41,348","1,497","19,304","20,801","20,547",01/09/2022,18,4,25.1975,30.85,0,0
1/9/2022 18:00,"42,212","2,272","19,015","21,287","20,925",01/09/2022,19,4,27.4125,29.33,0,0
1/9/2022 19:00,"42,438","3,343","17,658","21,001","21,437",01/09/2022,20,4,25.575,26.0,0,0
1/9/2022 20:00,"42,602","3,990","17,435","21,425","21,177",01/09/2022,21,4,25.4875,25.67,0,0
1/9/2022 21:00,"42,402","4,044","16,864","20,908","21,494",01/09/2022,22,4,23.245,24.19,0,0
1/9/2022 22:00,"42,051","3,414","17,179","20,593","21,458",01/09/2022,23,4,22.9225,22.97,0,0
1/9/2022 23:00,"42,131","2,180","16,976","19,156","22,975",01/09/2022,24,4,23.8875,24.26,0,0
1/10/2022 0:00,"43,360",392,"16,172","16,564","26,796",01/10/2022,1,4,23.6425,24.13,0,0
1/10/2022 1:00,"45,191",0,"15,600","15,600","29,591",01/10/2022,2,4,23.1075,23.19,0,0
1/10/2022 2:00,"45,412",0,"16,488","16,488","28,924",01/10/2022,3,4,23.41,24.02,0,0
1/10/2022 3:00,"44,922",0,"16,555","16,555","28,367",01/10/2022,4,4,23.69,24.51,0,0
1/10/2022 4:00,"43,980",0,"17,296","17,296","26,684",01/10/2022,5,4,23.405,23.87,0,0
1/10/2022 5:00,"42,256",0,"16,241","16,241","26,015",01/10/2022,6,4,25.085,26.16,0,0
1/10/2022 6:00,"40,599",0,"15,350","15,350","25,249",01/10/2022,7,4,41.175,50.49,0,0
1/10/2022 7:00,"39,499",0,"14,761","14,761","24,738",01/10/2022,8,4,74.1325,88.88,0,0
1/10/2022 8:00,"39,198",0,"14,378","14,378","24,820",01/10/2022,9,4,64.58,119.44,0,0
1/10/2022 9:00,"39,392",0,"14,042","14,042","25,350",01/10/2022,10,4,38.6325,39.0,0,0
1/10/2022 10:00,"39,933",0,"13,753","13,753","26,180",01/10/2022,11,4,36.7875,38.87,0,0
1/10/2022 11:00,"41,282",0,"11,786","11,786","29,496",01/10/2022,12,4,27.59,29.52,0,0
1/10/2022 12:00,"44,195",0,"11,332","11,332","32,863",01/10/2022,13,4,25.475,27.51,0,0
1/10/2022 13:00,"48,472",0,"11,091","11,091","37,381",01/10/2022,14,4,23.385,24.2,0,0
1/10/2022 14:00,"51,016",32,"9,449","9,481","41,535",01/10/2022,15,4,22.4725,22.54,0,0
1/10/2022 15:00,"51,100","1,064","7,905","8,969","42,131",01/10/2022,16,4,23.1925,23.63,0,0
1/10/2022 16:00,"49,914","3,013","6,388","9,401","40,513",01/10/2022,17,4,27.3175,32.14,0,0
1/10/2022 17:00,"48,422","3,735","5,433","9,168","39,254",01/10/2022,18,4,41.7475,64.37,0,0
1/10/2022 18:00,"46,700","4,582","4,814","9,396","37,304",01/10/2022,19,4,40.375,45.77,0,0
1/10/2022 19:00,"45,106","4,636","4,086","8,722","36,384",01/10/2022,20,4,38.495,38.93,0,0
1/10/2022 20:00,"43,844","4,684","3,903","8,587","35,257",01/10/2022,21,4,38.3275,38.87,0,0
1/10/2022 21:00,"42,628","4,836","3,880","8,716","33,912",01/10/2022,22,4,37.6625,38.93,0,0
1/10/2022 22:00,"41,987","3,863","3,662","7,525","34,462",01/10/2022,23,4,33.4475,34.6,0,0
1/10/2022 23:00,"42,595","2,645","3,132","5,777","36,818",01/10/2022,24,4,29.2775,30.13,0,0
1/11/2022 0:00,"44,780",400,"2,771","3,171","41,609",01/11/2022,1,4,27.6475,28.55,0,0
1/11/2022 1:00,"47,516",0,"3,290","3,290","44,226",01/11/2022,2,4,25.3125,26.0,0,0
1/11/2022 2:00,"47,867",0,"4,593","4,593","43,274",01/11/2022,3,4,24.68,25.01,0,0
1/11/2022 3:00,"47,797",0,"5,273","5,273","42,524",01/11/2022,4,4,24.875,25.11,0,0
1/11/2022 4:00,"46,936",0,"5,896","5,896","41,040",01/11/2022,5,4,25.965,26.39,0,0
1/11/2022 5:00,"45,136",0,"6,269","6,269","38,867",01/11/2022,6,4,28.495,29.49,0,0
1/11/2022 6:00,"43,626",0,"6,917","6,917","36,709",01/11/2022,7,4,36.45,39.06,0,0
1/11/2022 7:00,"42,582",0,"7,506","7,506","35,076",01/11/2022,8,4,38.6475,39.08,0,0
